Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S21],IM[S21],RE[S22],IM[S22]
4.100000000000001,0.011011321,0.037051374,0.956676726,-0.288575101,0.956676726,-0.288575101,0.011313756,0.036960146
4.100100000000000,0.011011531,0.037051633,0.956674438,-0.288582643,0.956674438,-0.288582643,0.011314276,0.03696031
4.100200000000000,0.01101174,0.03705189,0.95667215,-0.288590187,0.95667215,-0.288590187,0.011314795,0.036960471
4.100300000000000,0.011011947,0.037052145,0.956669861,-0.288597733,0.956669861,-0.288597733,0.011315315,0.036960629
4.100400000000000,0.011012154,0.037052396,0.956667572,-0.288605282,0.956667572,-0.288605282,0.011315835,0.036960784
4.100500000000000,0.011012359,0.037052646,0.956665282,-0.288612832,0.956665282,-0.288612832,0.011316354,0.036960936
4.100600000000000,0.011012563,0.037052892,0.956662992,-0.288620385,0.956662992,-0.288620385,0.011316874,0.036961085
4.100700000000001,0.011012766,0.037053136,0.956660701,-0.28862794,0.956660701,-0.28862794,0.011317393,0.036961231
4.100800000000000,0.011012968,0.037053377,0.956658409,-0.288635497,0.956658409,-0.288635497,0.011317913,0.036961374
4.100900000000000,0.011013168,0.037053616,0.956656117,-0.288643056,0.956656117,-0.288643056,0.011318432,0.036961515
4.101000000000000,0.011013367,0.037053852,0.956653824,-0.288650618,0.956653824,-0.288650618,0.011318952,0.036961652
4.101100000000001,0.011013566,0.037054085,0.95665153,-0.288658182,0.95665153,-0.288658182,0.011319471,0.036961785
4.101200000000000,0.011013762,0.037054316,0.956649236,-0.288665748,0.956649236,-0.288665748,0.01131999,0.036961916
4.101300000000000,0.011013958,0.037054543,0.956646941,-0.288673316,0.956646941,-0.288673316,0.01132051,0.036962044
4.101400000000000,0.011014153,0.037054768,0.956644646,-0.288680887,0.956644646,-0.288680887,0.011321029,0.036962169
4.101500000000001,0.011014346,0.037054991,0.956642349,-0.28868846,0.956642349,-0.28868846,0.011321548,0.03696229
4.101600000000000,0.011014538,0.03705521,0.956640053,-0.288696035,0.956640053,-0.288696035,0.011322067,0.036962409
4.101700000000000,0.011014729,0.037055427,0.956637755,-0.288703613,0.956637755,-0.288703613,0.011322586,0.036962524
4.101800000000000,0.011014918,0.037055641,0.956635457,-0.288711193,0.956635457,-0.288711193,0.011323105,0.036962636
4.101900000000001,0.011015107,0.037055852,0.956633158,-0.288718776,0.956633158,-0.288718776,0.011323624,0.036962745
4.102000000000000,0.011015294,0.03705606,0.956630859,-0.28872636,0.956630859,-0.28872636,0.011324143,0.036962851
4.102100000000000,0.011015479,0.037056265,0.956628559,-0.288733948,0.956628559,-0.288733948,0.011324662,0.036962953
4.102200000000000,0.011015664,0.037056468,0.956626258,-0.288741537,0.956626258,-0.288741537,0.011325181,0.036963053
4.102300000000001,0.011015847,0.037056668,0.956623957,-0.288749129,0.956623957,-0.288749129,0.0113257,0.036963149
4.102400000000000,0.011016029,0.037056865,0.956621655,-0.288756724,0.956621655,-0.288756724,0.011326218,0.036963241
4.102500000000000,0.011016209,0.037057059,0.956619352,-0.288764321,0.956619352,-0.288764321,0.011326737,0.036963331
4.102600000000001,0.011016389,0.03705725,0.956617048,-0.288771921,0.956617048,-0.288771921,0.011327256,0.036963417
4.102700000000000,0.011016567,0.037057438,0.956614744,-0.288779523,0.956614744,-0.288779523,0.011327774,0.0369635
4.102800000000000,0.011016743,0.037057623,0.956612439,-0.288787127,0.956612439,-0.288787127,0.011328293,0.03696358
4.102900000000000,0.011016919,0.037057805,0.956610134,-0.288794734,0.956610134,-0.288794734,0.011328811,0.036963656
4.103000000000001,0.011017093,0.037057984,0.956607827,-0.288802344,0.956607827,-0.288802344,0.01132933,0.036963729
4.103100000000000,0.011017265,0.037058161,0.95660552,-0.288809956,0.95660552,-0.288809956,0.011329848,0.036963798
4.103200000000000,0.011017436,0.037058334,0.956603212,-0.288817571,0.956603212,-0.288817571,0.011330366,0.036963864
4.103300000000000,0.011017606,0.037058504,0.956600904,-0.288825189,0.956600904,-0.288825189,0.011330885,0.036963927
4.103400000000001,0.011017775,0.037058672,0.956598595,-0.288832809,0.956598595,-0.288832809,0.011331403,0.036963986
4.103500000000000,0.011017942,0.037058836,0.956596285,-0.288840431,0.956596285,-0.288840431,0.011331921,0.036964042
4.103600000000000,0.011018108,0.037058997,0.956593974,-0.288848057,0.956593974,-0.288848057,0.011332439,0.036964094
4.103700000000000,0.011018272,0.037059155,0.956591663,-0.288855685,0.956591663,-0.288855685,0.011332957,0.036964143
4.103800000000001,0.011018435,0.03705931,0.956589351,-0.288863316,0.956589351,-0.288863316,0.011333475,0.036964188
4.103900000000000,0.011018597,0.037059462,0.956587038,-0.288870949,0.956587038,-0.288870949,0.011333993,0.03696423
4.104000000000000,0.011018757,0.037059611,0.956584724,-0.288878585,0.956584724,-0.288878585,0.011334511,0.036964269
4.104100000000000,0.011018915,0.037059757,0.95658241,-0.288886224,0.95658241,-0.288886224,0.011335028,0.036964303
4.104200000000001,0.011019073,0.037059899,0.956580095,-0.288893866,0.956580095,-0.288893866,0.011335546,0.036964334
4.104300000000000,0.011019228,0.037060038,0.956577779,-0.28890151,0.956577779,-0.28890151,0.011336064,0.036964362
4.104400000000000,0.011019383,0.037060175,0.956575462,-0.288909158,0.956575462,-0.288909158,0.011336581,0.036964386
4.104500000000000,0.011019536,0.037060308,0.956573145,-0.288916808,0.956573145,-0.288916808,0.011337099,0.036964406
4.104600000000000,0.011019687,0.037060437,0.956570826,-0.288924461,0.956570826,-0.288924461,0.011337616,0.036964423
4.104700000000000,0.011019837,0.037060564,0.956568507,-0.288932116,0.956568507,-0.288932116,0.011338134,0.036964436
4.104800000000000,0.011019985,0.037060687,0.956566188,-0.288939775,0.956566188,-0.288939775,0.011338651,0.036964445
4.104900000000001,0.011020132,0.037060807,0.956563867,-0.288947437,0.956563867,-0.288947437,0.011339168,0.036964451
