Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33]
0.7745,5.2022574777e-7,-0.31028449,-5.20E-07,0.310792092,2.676554314e-12,-1.53E-05,-5.20E-07,0.310792092,5.2026014159e-7,-0.310283854,-3.23E-12,-2.61E-05,2.676554339e-12,-1.53E-05,-3.23E-12,-2.61E-05,-3.75E-15,6.9211951208e-4
0.775,5.1224518985e-7,-0.310083915,-5.12E-07,0.310591845,2.695850837e-12,-1.53E-05,-5.12E-07,0.310591845,5.1227922484e-7,-0.310083278,-3.25E-12,-2.61E-05,2.695850861e-12,-1.53E-05,-3.25E-12,-2.61E-05,-3.74E-15,6.9256676364e-4
0.7755,5.0430574100e-7,-0.309883597,-5.04E-07,0.310391855,2.714556345e-12,-1.53E-05,-5.04E-07,0.310391855,5.0433941671e-7,-0.30988296,-3.26E-12,-2.61E-05,2.714556397e-12,-1.53E-05,-3.26E-12,-2.61E-05,-3.74E-15,6.9301401606e-4
0.776,4.9640786021e-7,-0.309683537,-4.96E-07,0.310192123,2.732661219e-12,-1.53E-05,-4.96E-07,0.310192123,4.9644117658e-7,-0.3096829,-3.28E-12,-2.62E-05,2.732661307e-12,-1.53E-05,-3.28E-12,-2.62E-05,-3.74E-15,6.9346126931e-4
0.7765,4.8855202555e-7,-0.309483735,-4.89E-07,0.309992648,2.750158745e-12,-1.53E-05,-4.89E-07,0.309992648,4.8858498249e-7,-0.309483096,-3.30E-12,-2.62E-05,2.750158732e-12,-1.53E-05,-3.30E-12,-2.62E-05,-3.74E-15,6.9390852341e-4
0.777,4.8073870587e-7,-0.309284188,-4.81E-07,0.30979343,2.767040103e-12,-1.53E-05,-4.81E-07,0.30979343,4.8077130382e-7,-0.30928355,-3.31E-12,-2.62E-05,2.767040154e-12,-1.53E-05,-3.31E-12,-2.62E-05,-3.74E-15,6.9435577835e-4
0.7775,4.7296838415e-7,-0.309084898,-4.73E-07,0.309594467,2.783296819e-12,-1.53E-05,-4.73E-07,0.309594467,4.7300062293e-7,-0.309084259,-3.33E-12,-2.62E-05,2.783296644e-12,-1.53E-05,-3.33E-12,-2.62E-05,-3.74E-15,6.9480303413e-4
0.778,4.6524153242e-7,-0.308885864,-4.65E-07,0.309395761,2.798921163e-12,-1.53E-05,-4.65E-07,0.309395761,4.6527341345e-7,-0.308885224,-3.34E-12,-2.62E-05,2.798921032e-12,-1.53E-05,-3.34E-12,-2.62E-05,-3.74E-15,6.9525029076e-4
0.7785,4.5755862568e-7,-0.308687084,-4.58E-07,0.309197309,2.813904744e-12,-1.53E-05,-4.58E-07,0.309197309,4.5759014729e-7,-0.308686444,-3.36E-12,-2.63E-05,2.813904784e-12,-1.53E-05,-3.36E-12,-2.63E-05,-3.74E-15,6.9569754824e-4
0.779,4.4992013410e-7,-0.308488559,-4.50E-07,0.308999112,2.828238824e-12,-1.54E-05,-4.50E-07,0.308999112,4.4995129899e-7,-0.308487919,-3.37E-12,-2.63E-05,2.828238786e-12,-1.54E-05,-3.37E-12,-2.63E-05,-3.73E-15,6.9614480656e-4
0.7795,4.4232654445e-7,-0.308290289,-4.42E-07,0.308801169,2.841915780e-12,-1.54E-05,-4.42E-07,0.308801169,4.4235735170e-7,-0.308289648,-3.38E-12,-2.63E-05,2.841915823e-12,-1.54E-05,-3.38E-12,-2.63E-05,-3.73E-15,6.9659206572e-4
0.78,4.3477833343e-7,-0.308092271,-4.35E-07,0.30860348,2.854926121e-12,-1.54E-05,-4.35E-07,0.30860348,4.3480878370e-7,-0.30809163,-3.40E-12,-2.63E-05,2.854926061e-12,-1.54E-05,-3.40E-12,-2.63E-05,-3.73E-15,6.9703932574e-4
0.7805,4.2727596062e-7,-0.307894507,-4.27E-07,0.308406044,2.867262715e-12,-1.54E-05,-4.27E-07,0.308406044,4.2730605396e-7,-0.307893866,-3.41E-12,-2.63E-05,2.867262563e-12,-1.54E-05,-3.41E-12,-2.63E-05,-3.73E-15,6.9748658660e-4
0.781,4.1981991229e-7,-0.307696996,-4.20E-07,0.30820886,2.878915917e-12,-1.54E-05,-4.20E-07,0.30820886,4.1984964817e-7,-0.307696354,-3.42E-12,-2.63E-05,2.878916043e-12,-1.54E-05,-3.42E-12,-2.63E-05,-3.73E-15,6.9793384831e-4
0.7815,4.1241067820e-7,-0.307499737,-4.12E-07,0.308011929,2.889877801e-12,-1.54E-05,-4.12E-07,0.308011929,4.1244005849e-7,-0.307499094,-3.43E-12,-2.64E-05,2.889877690e-12,-1.54E-05,-3.43E-12,-2.64E-05,-3.73E-15,6.9838111087e-4
0.782,4.0504870502e-7,-0.307302729,-4.05E-07,0.307815249,2.900140555e-12,-1.54E-05,-4.05E-07,0.307815249,4.0507772854e-7,-0.307302086,-3.43E-12,-2.64E-05,2.900140550e-12,-1.54E-05,-3.43E-12,-2.64E-05,-3.73E-15,6.9882837428e-4
0.7825,3.9773449404e-7,-0.307105973,-3.98E-07,0.30761882,2.909693676e-12,-1.54E-05,-3.98E-07,0.30761882,3.9776316229e-7,-0.307105329,-3.44E-12,-2.64E-05,2.909693704e-12,-1.54E-05,-3.44E-12,-2.64E-05,-3.73E-15,6.9927563853e-4
0.783,3.9046851672e-7,-0.306909467,-3.90E-07,0.307422642,2.918529687e-12,-1.54E-05,-3.90E-07,0.307422642,3.9049682923e-7,-0.306908823,-3.45E-12,-2.64E-05,2.918529747e-12,-1.54E-05,-3.45E-12,-2.64E-05,-3.72E-15,6.9972290364e-4
0.7835,3.8325124302e-7,-0.306713211,-3.83E-07,0.307226715,2.926639635e-12,-1.54E-05,-3.83E-07,0.307226715,3.8327920038e-7,-0.306712567,-3.46E-12,-2.64E-05,2.926639645e-12,-1.54E-05,-3.46E-12,-2.64E-05,-3.72E-15,7.0017016960e-4
0.784,3.7608316157e-7,-0.306517205,-3.76E-07,0.307031037,2.934015103e-12,-1.55E-05,-3.76E-07,0.307031037,3.7611076375e-7,-0.306516561,-3.46E-12,-2.64E-05,2.934015111e-12,-1.55E-05,-3.46E-12,-2.64E-05,-3.72E-15,7.0061743641e-4
0.7845,3.6896473617e-7,-0.306321449,-3.69E-07,0.306835608,2.940646278e-12,-1.55E-05,-3.69E-07,0.306835608,3.6899198471e-7,-0.306320804,-3.47E-12,-2.65E-05,2.940646248e-12,-1.55E-05,-3.47E-12,-2.65E-05,-3.72E-15,7.0106470407e-4
0.785,3.6189645176e-7,-0.306125941,-3.62E-07,0.306640428,2.946526703e-12,-1.55E-05,-3.62E-07,0.306640428,3.6192334659e-7,-0.306125295,-3.47E-12,-2.65E-05,2.946526643e-12,-1.55E-05,-3.47E-12,-2.65E-05,-3.72E-15,7.0151197259e-4
0.7855,3.5487878451e-7,-0.305930681,-3.55E-07,0.306445496,2.951644870e-12,-1.55E-05,-3.55E-07,0.306445496,3.5490532541e-7,-0.305930035,-3.47E-12,-2.65E-05,2.951644838e-12,-1.55E-05,-3.47E-12,-2.65E-05,-3.72E-15,7.0195924196e-4
0.786,3.4791221357e-7,-0.305735669,-3.48E-07,0.306250812,2.955993164e-12,-1.55E-05,-3.48E-07,0.306250812,3.4793840143e-7,-0.305735023,-3.47E-12,-2.65E-05,2.955993185e-12,-1.55E-05,-3.47E-12,-2.65E-05,-3.71E-15,7.0240651218e-4
0.7865,3.4099721560e-7,-0.305540905,-3.41E-07,0.306056376,2.959561789e-12,-1.55E-05,-3.41E-07,0.306056376,3.4102305067e-7,-0.305540258,-3.48E-12,-2.65E-05,2.959561819e-12,-1.55E-05,-3.48E-12,-2.65E-05,-3.71E-15,7.0285378325e-4
0.787,3.3413426951e-7,-0.305346387,-3.34E-07,0.305862186,2.962343234e-12,-1.55E-05,-3.34E-07,0.305862186,3.3415975337e-7,-0.30534574,-3.48E-12,-2.65E-05,2.962343080e-12,-1.55E-05,-3.48E-12,-2.65E-05,-3.71E-15,7.0330105518e-4
0.7875,3.2732384892e-7,-0.305152116,-3.27E-07,0.305668242,2.964326728e-12,-1.55E-05,-3.27E-07,0.305668242,3.2734897984e-7,-0.305151468,-3.48E-12,-2.66E-05,2.964326858e-12,-1.55E-05,-3.48E-12,-2.66E-05,-3.71E-15,7.0374832797e-4
0.788,3.2056644277e-7,-0.304958091,-3.21E-07,0.305474545,2.965504057e-12,-1.55E-05,-3.21E-07,0.305474545,3.2059122249e-7,-0.304957443,-3.47E-12,-2.66E-05,2.965504024e-12,-1.55E-05,-3.47E-12,-2.66E-05,-3.71E-15,7.0419560161e-4
0.7885,3.1386252286e-7,-0.304764311,-3.14E-07,0.305281093,2.965866968e-12,-1.55E-05,-3.14E-07,0.305281093,3.1388695254e-7,-0.304763662,-3.47E-12,-2.66E-05,2.965866964e-12,-1.55E-05,-3.47E-12,-2.66E-05,-3.71E-15,7.0464287611e-4
0.789,3.0721256670e-7,-0.304570776,-3.07E-07,0.305087886,2.965404534e-12,-1.56E-05,-3.07E-07,0.305087886,3.0723664554e-7,-0.304570127,-3.47E-12,-2.66E-05,2.965404514e-12,-1.56E-05,-3.47E-12,-2.66E-05,-3.70E-15,7.0509015146e-4
0.7895,3.0061705598e-7,-0.304377485,-3.01E-07,0.304894923,2.964108779e-12,-1.56E-05,-3.01E-07,0.304894923,3.0064078501e-7,-0.304376836,-3.46E-12,-2.66E-05,2.964108722e-12,-1.56E-05,-3.46E-12,-2.66E-05,-3.70E-15,7.0553742767e-4
0.79,2.9407645586e-7,-0.304184439,-2.94E-07,0.304702205,2.961969617e-12,-1.56E-05,-2.94E-07,0.304702205,2.9409983525e-7,-0.304183789,-3.46E-12,-2.66E-05,2.961969602e-12,-1.56E-05,-3.46E-12,-2.66E-05,-3.70E-15,7.0598470474e-4
0.7905,2.8759126533e-7,-0.303991636,-2.88E-07,0.30450973,2.958978856e-12,-1.56E-05,-2.88E-07,0.30450973,2.8761429606e-7,-0.303990986,-3.45E-12,-2.67E-05,2.958978819e-12,-1.56E-05,-3.45E-12,-2.67E-05,-3.70E-15,7.0643198267e-4
0.791,2.8116196215e-7,-0.303799076,-2.81E-07,0.304317498,2.955126575e-12,-1.56E-05,-2.81E-07,0.304317498,2.8118464401e-7,-0.303798426,-3.45E-12,-2.67E-05,2.955126521e-12,-1.56E-05,-3.45E-12,-2.67E-05,-3.70E-15,7.0687926145e-4
0.7915,2.7478902180e-7,-0.303606759,-2.75E-07,0.304125508,2.950402585e-12,-1.56E-05,-2.75E-07,0.304125508,2.7481135481e-7,-0.303606108,-3.44E-12,-2.67E-05,2.950402511e-12,-1.56E-05,-3.44E-12,-2.67E-05,-3.70E-15,7.0732654110e-4
0.792,2.6847291200e-7,-0.303414684,-2.68E-07,0.303933761,2.944798829e-12,-1.56E-05,-2.68E-07,0.303933761,2.6849489860e-7,-0.303414033,-3.43E-12,-2.67E-05,2.944798827e-12,-1.56E-05,-3.43E-12,-2.67E-05,-3.69E-15,7.0777382161e-4
0.7925,2.6221412429e-7,-0.303222851,-2.62E-07,0.303742256,2.938305008e-12,-1.56E-05,-2.62E-07,0.303742256,2.6223576384e-7,-0.303222199,-3.42E-12,-2.67E-05,2.938305076e-12,-1.56E-05,-3.42E-12,-2.67E-05,-3.69E-15,7.0822110297e-4
0.793,2.5601313604e-7,-0.303031259,-2.56E-07,0.303550992,2.930911932e-12,-1.56E-05,-2.56E-07,0.303550992,2.5603442869e-7,-0.303030607,-3.41E-12,-2.67E-05,2.930911999e-12,-1.56E-05,-3.41E-12,-2.67E-05,-3.69E-15,7.0866838520e-4
0.7935,2.4987042889e-7,-0.302839907,-2.50E-07,0.303359968,2.922609092e-12,-1.56E-05,-2.50E-07,0.303359968,2.4989137610e-7,-0.302839255,-3.40E-12,-2.68E-05,2.922609105e-12,-1.56E-05,-3.40E-12,-2.68E-05,-3.69E-15,7.0911566829e-4
0.794,2.4378647604e-7,-0.302648797,-2.44E-07,0.303169185,2.913389052e-12,-1.57E-05,-2.44E-07,0.303169185,2.4380707812e-7,-0.302648144,-3.38E-12,-2.68E-05,2.913389032e-12,-1.57E-05,-3.38E-12,-2.68E-05,-3.69E-15,7.0956295224e-4
0.7945,2.3776176171e-7,-0.302457926,-2.38E-07,0.302978642,2.903240836e-12,-1.57E-05,-2.38E-07,0.302978642,2.3778201892e-7,-0.302457272,-3.37E-12,-2.68E-05,2.903240950e-12,-1.57E-05,-3.37E-12,-2.68E-05,-3.69E-15,7.1001023706e-4
0.795,2.3179677049e-7,-0.302267294,-2.32E-07,0.302788338,2.892153842e-12,-1.57E-05,-2.32E-07,0.302788338,2.3181668357e-7,-0.30226664,-3.35E-12,-2.68E-05,2.892153757e-12,-1.57E-05,-3.35E-12,-2.68E-05,-3.68E-15,7.1045752274e-4
0.7955,2.2589197899e-7,-0.302076901,-2.26E-07,0.302598274,2.880119923e-12,-1.57E-05,-2.26E-07,0.302598274,2.2591154838e-7,-0.302076247,-3.34E-12,-2.68E-05,2.880119976e-12,-1.57E-05,-3.34E-12,-2.68E-05,-3.68E-15,7.1090480928e-4
0.796,2.2004786242e-7,-0.301886747,-2.20E-07,0.302408447,2.867128301e-12,-1.57E-05,-2.20E-07,0.302408447,2.2006708903e-7,-0.301886093,-3.32E-12,-2.68E-05,2.867128319e-12,-1.57E-05,-3.32E-12,-2.68E-05,-3.68E-15,7.1135209669e-4
0.7965,2.1426491080e-7,-0.301696831,-2.14E-07,0.302218859,2.853169570e-12,-1.57E-05,-2.14E-07,0.302218859,2.1428379497e-7,-0.301696176,-3.30E-12,-2.69E-05,2.853169402e-12,-1.57E-05,-3.30E-12,-2.69E-05,-3.68E-15,7.1179938496e-4
0.797,2.0854359680e-7,-0.301507152,-2.09E-07,0.302029508,2.838234301e-12,-1.57E-05,-2.09E-07,0.302029508,2.0856213828e-7,-0.301506497,-3.28E-12,-2.69E-05,2.838234300e-12,-1.57E-05,-3.28E-12,-2.69E-05,-3.67E-15,7.1224667410e-4
0.7975,2.0288441034e-7,-0.301317711,-2.03E-07,0.301840395,2.822311593e-12,-1.57E-05,-2.03E-07,0.301840395,2.0290261256e-7,-0.301317055,-3.26E-12,-2.69E-05,2.822311677e-12,-1.57E-05,-3.26E-12,-2.69E-05,-3.67E-15,7.1269396410e-4
0.798,1.9728782481e-7,-0.301128507,-1.97E-07,0.301651518,2.805392623e-12,-1.57E-05,-1.97E-07,0.301651518,1.9730568473e-7,-0.30112785,-3.24E-12,-2.69E-05,2.805392725e-12,-1.57E-05,-3.24E-12,-2.69E-05,-3.67E-15,7.1314125497e-4
0.7985,1.9175431705e-7,-0.300939538,-1.92E-07,0.301462878,2.787466077e-12,-1.57E-05,-1.92E-07,0.301462878,1.9177183802e-7,-0.300938882,-3.22E-12,-2.69E-05,2.787466032e-12,-1.57E-05,-3.22E-12,-2.69E-05,-3.67E-15,7.1358854671e-4
0.799,1.8628438346e-7,-0.300750806,-1.86E-07,0.301274473,2.768523227e-12,-1.57E-05,-1.86E-07,0.301274473,1.8630156501e-7,-0.300750149,-3.19E-12,-2.69E-05,2.768523144e-12,-1.57E-05,-3.19E-12,-2.69E-05,-3.67E-15,7.1403583931e-4
0.7995,1.8087848578e-7,-0.300562308,-1.81E-07,0.301086304,2.748553153e-12,-1.58E-05,-1.81E-07,0.301086304,1.8089532927e-7,-0.300561651,-3.17E-12,-2.70E-05,2.748553035e-12,-1.58E-05,-3.17E-12,-2.70E-05,-3.67E-15,7.1448313279e-4
0.8,1.7553713211e-7,-0.300374046,-1.76E-07,0.300898369,2.727546083e-12,-1.58E-05,-1.76E-07,0.300898369,1.7555363725e-7,-0.300373388,-3.14E-12,-2.70E-05,2.727545972e-12,-1.58E-05,-3.14E-12,-2.70E-05,-3.66E-15,7.1493042713e-4
0.8005,1.7026077072e-7,-0.300186018,-1.70E-07,0.300710669,2.705492128e-12,-1.58E-05,-1.70E-07,0.300710669,1.7027693878e-7,-0.30018536,-3.12E-12,-2.70E-05,2.705492182e-12,-1.58E-05,-3.12E-12,-2.70E-05,-3.66E-15,7.1537772234e-4
0.801,1.6504991110e-7,-0.299998225,-1.65E-07,0.300523204,2.682380554e-12,-1.58E-05,-1.65E-07,0.300523204,1.6506574221e-7,-0.299997566,-3.09E-12,-2.70E-05,2.682380634e-12,-1.58E-05,-3.09E-12,-2.70E-05,-3.66E-15,7.1582501842e-4
0.8015,1.5990502239e-7,-0.299810664,-1.60E-07,0.300335971,2.658200777e-12,-1.58E-05,-1.60E-07,0.300335971,1.5992051745e-7,-0.299810005,-3.06E-12,-2.70E-05,2.658200813e-12,-1.58E-05,-3.06E-12,-2.70E-05,-3.66E-15,7.1627231538e-4
0.802,1.5482658596e-7,-0.299623337,-1.55E-07,0.300148972,2.632944060e-12,-1.58E-05,-1.55E-07,0.300148972,1.5484174634e-7,-0.299622678,-3.03E-12,-2.70E-05,2.632944035e-12,-1.58E-05,-3.03E-12,-2.70E-05,-3.66E-15,7.1671961320e-4
0.8025,1.4981508510e-7,-0.299436243,-1.50E-07,0.299962206,2.606598882e-12,-1.58E-05,-1.50E-07,0.299962206,1.4982991132e-7,-0.299435583,-3.00E-12,-2.71E-05,2.606598831e-12,-1.58E-05,-3.00E-12,-2.71E-05,-3.65E-15,7.1716691189e-4
0.803,1.4487100417e-7,-0.299249381,-1.45E-07,0.299775672,2.579154746e-12,-1.58E-05,-1.45E-07,0.299775672,1.4488549563e-7,-0.299248721,-2.96E-12,-2.71E-05,2.579154727e-12,-1.58E-05,-2.96E-12,-2.71E-05,-3.65E-15,7.1761421146e-4
0.8035,1.3999482385e-7,-0.299062751,-1.40E-07,0.299589369,2.550600955e-12,-1.58E-05,-1.40E-07,0.299589369,1.4000898363e-7,-0.29906209,-2.93E-12,-2.71E-05,2.550600885e-12,-1.58E-05,-2.93E-12,-2.71E-05,-3.65E-15,7.1806151190e-4
0.804,1.3518701879e-7,-0.298876352,-1.35E-07,0.299403298,2.520928017e-12,-1.58E-05,-1.35E-07,0.299403298,1.3520084620e-7,-0.298875691,-2.89E-12,-2.71E-05,2.520928055e-12,-1.58E-05,-2.89E-12,-2.71E-05,-3.65E-15,7.1850881321e-4
0.8045,1.3044808489e-7,-0.298690184,-1.30E-07,0.299217458,2.490124696e-12,-1.59E-05,-1.30E-07,0.299217458,1.3046157996e-7,-0.298689523,-2.86E-12,-2.71E-05,2.490124683e-12,-1.59E-05,-2.86E-12,-2.71E-05,-3.64E-15,7.1895611540e-4
0.805,1.2577849364e-7,-0.298504247,-1.26E-07,0.299031849,2.458182001e-12,-1.59E-05,-1.26E-07,0.299031849,1.2579165880e-7,-0.298503585,-2.82E-12,-2.71E-05,2.458182008e-12,-1.59E-05,-2.82E-12,-2.71E-05,-3.64E-15,7.1940341846e-4
0.8055,1.2117874603e-7,-0.29831854,-1.21E-07,0.29884647,2.425086022e-12,-1.59E-05,-1.21E-07,0.29884647,1.2119158068e-7,-0.298317877,-2.78E-12,-2.72E-05,2.425085947e-12,-1.59E-05,-2.78E-12,-2.72E-05,-3.64E-15,7.1985072240e-4
0.806,1.1664929733e-7,-0.298133062,-1.17E-07,0.29866132,2.390830154e-12,-1.59E-05,-1.17E-07,0.29866132,1.1666180193e-7,-0.298132399,-2.74E-12,-2.72E-05,2.390830258e-12,-1.59E-05,-2.74E-12,-2.72E-05,-3.64E-15,7.2029802721e-4
0.8065,1.1219064702e-7,-0.297947814,-1.12E-07,0.2984764,2.355400569e-12,-1.59E-05,-1.12E-07,0.2984764,1.1220282351e-7,-0.297947151,-2.70E-12,-2.72E-05,2.355400546e-12,-1.59E-05,-2.70E-12,-2.72E-05,-3.63E-15,7.2074533289e-4
0.807,1.0780327305e-7,-0.297762794,-1.08E-07,0.298291708,2.318787342e-12,-1.59E-05,-1.08E-07,0.298291708,1.0781512203e-7,-0.297762131,-2.65E-12,-2.72E-05,2.318787247e-12,-1.59E-05,-2.65E-12,-2.72E-05,-3.63E-15,7.2119263946e-4
0.8075,1.0348765718e-7,-0.297578003,-1.03E-07,0.298107245,2.280980644e-12,-1.59E-05,-1.03E-07,0.298107245,1.0349917894e-7,-0.297577339,-2.61E-12,-2.72E-05,2.280980713e-12,-1.59E-05,-2.61E-12,-2.72E-05,-3.63E-15,7.2163994690e-4
0.808,9.9244288102e-8,-0.29739344,-9.93E-08,0.29792301,2.241969093e-12,-1.59E-05,-9.93E-08,0.29792301,9.9255483404e-8,-0.297392776,-2.56E-12,-2.72E-05,2.241969001e-12,-1.59E-05,-2.56E-12,-2.72E-05,-3.63E-15,7.2208725522e-4
0.8085,9.5073643827e-8,-0.297209105,-9.51E-08,0.297739002,2.201740482e-12,-1.59E-05,-9.51E-08,0.297739002,9.5084514683e-8,-0.29720844,-2.51E-12,-2.73E-05,2.201740646e-12,-1.59E-05,-2.51E-12,-2.73E-05,-3.63E-15,7.2253456441e-4
0.809,9.0976214328e-8,-0.297024996,-9.10E-08,0.297555221,2.160286021e-12,-1.59E-05,-9.10E-08,0.297555221,9.0986760358e-8,-0.297024331,-2.47E-12,-2.73E-05,2.160285827e-12,-1.59E-05,-2.47E-12,-2.73E-05,-3.62E-15,7.2298187449e-4
0.8095,8.6952470148e-8,-0.296841114,-8.70E-08,0.297371667,2.117593708e-12,-1.60E-05,-8.70E-08,0.297371667,8.6962693004e-8,-0.296840449,-2.42E-12,-2.73E-05,2.117593879e-12,-1.60E-05,-2.42E-12,-2.73E-05,-3.62E-15,7.2342918544e-4
0.81,8.3002903212e-8,-0.296657459,-8.30E-08,0.29718834,2.073652695e-12,-1.60E-05,-8.30E-08,0.29718834,8.3012803455e-8,-0.296656793,-2.36E-12,-2.73E-05,2.073652796e-12,-1.60E-05,-2.36E-12,-2.73E-05,-3.62E-15,7.2387649727e-4
0.8105,7.9127999829e-8,-0.296474029,-7.91E-08,0.297005238,2.028451573e-12,-1.60E-05,-7.91E-08,0.297005238,7.9137578226e-8,-0.296473363,-2.31E-12,-2.73E-05,2.028451687e-12,-1.60E-05,-2.31E-12,-2.73E-05,-3.61E-15,7.2432380999e-4
0.811,7.5328240521e-8,-0.296290825,-7.53E-08,0.296822362,1.981979924e-12,-1.60E-05,-7.53E-08,0.296822362,7.5337498062e-8,-0.296290158,-2.26E-12,-2.73E-05,1.981979919e-12,-1.60E-05,-2.26E-12,-2.73E-05,-3.61E-15,7.2477112358e-4
0.8115,7.1604099666e-8,-0.296107846,-7.16E-08,0.29663971,1.934225730e-12,-1.60E-05,-7.16E-08,0.29663971,7.1613037800e-8,-0.296107178,-2.20E-12,-2.74E-05,1.934225832e-12,-1.60E-05,-2.20E-12,-2.74E-05,-3.61E-15,7.2521843806e-4
0.812,6.7956073317e-8,-0.295925091,-6.80E-08,0.296457283,1.885179296e-12,-1.60E-05,-6.80E-08,0.296457283,6.7964691073e-8,-0.295924423,-2.15E-12,-2.74E-05,1.885179441e-12,-1.60E-05,-2.15E-12,-2.74E-05,-3.61E-15,7.2566575342e-4
0.8125,6.4384634085e-8,-0.29574256,-6.44E-08,0.296275081,1.834827406e-12,-1.60E-05,-6.44E-08,0.296275081,6.4392934674e-8,-0.295741892,-2.09E-12,-2.74E-05,1.834827435e-12,-1.60E-05,-2.09E-12,-2.74E-05,-3.60E-15,7.2611306966e-4
0.813,6.0890285706e-8,-0.295560253,-6.09E-08,0.296093102,1.783160019e-12,-1.60E-05,-6.09E-08,0.296093102,6.0898267273e-8,-0.295559585,-2.03E-12,-2.74E-05,1.783159932e-12,-1.60E-05,-2.03E-12,-2.74E-05,-3.60E-15,7.2656038678e-4
0.8135,5.7473493858e-8,-0.29537817,-5.75E-08,0.295911346,1.730165594e-12,-1.60E-05,-5.75E-08,0.295911346,5.7481158971e-8,-0.295377501,-1.97E-12,-2.74E-05,1.730165612e-12,-1.60E-05,-1.97E-12,-2.74E-05,-3.60E-15,7.2700770479e-4
0.814,5.4134738872e-8,-0.295196309,-5.41E-08,0.295729813,1.675832104e-12,-1.60E-05,-5.41E-08,0.295729813,5.4142088460e-8,-0.29519564,-1.90E-12,-2.75E-05,1.675831987e-12,-1.60E-05,-1.90E-12,-2.75E-05,-3.60E-15,7.2745502368e-4
0.8145,5.0874516769e-8,-0.295014671,-5.09E-08,0.295548503,1.620150117e-12,-1.61E-05,-5.09E-08,0.295548503,5.0881551737e-8,-0.295014002,-1.84E-12,-2.75E-05,1.620150044e-12,-1.61E-05,-1.84E-12,-2.75E-05,-3.59E-15,7.2790234346e-4
0.815,4.7693319586e-8,-0.294833255,-4.77E-08,0.295367415,1.563105297e-12,-1.61E-05,-4.77E-08,0.295367415,4.7700039448e-8,-0.294832585,-1.77E-12,-2.75E-05,1.563105287e-12,-1.61E-05,-1.77E-12,-2.75E-05,-3.59E-15,7.2834966412e-4
0.8155,4.4591605298e-8,-0.294652061,-4.46E-08,0.295186549,1.504688617e-12,-1.61E-05,-4.46E-08,0.295186549,4.4598012703e-8,-0.29465139,-1.71E-12,-2.75E-05,1.504688559e-12,-1.61E-05,-1.71E-12,-2.75E-05,-3.59E-15,7.2879698567e-4
0.816,4.1569868728e-8,-0.294471088,-4.16E-08,0.295005903,1.444887160e-12,-1.61E-05,-4.16E-08,0.295005903,4.1575965436e-8,-0.294470417,-1.64E-12,-2.75E-05,1.444887215e-12,-1.61E-05,-1.64E-12,-2.75E-05,-3.59E-15,7.2924430810e-4
0.8165,3.8628600789e-8,-0.294290336,-3.86E-08,0.294825479,1.383689480e-12,-1.61E-05,-3.86E-08,0.294825479,3.8634386186e-8,-0.294289664,-1.57E-12,-2.75E-05,1.383689512e-12,-1.61E-05,-1.57E-12,-2.75E-05,-3.58E-15,7.2969163142e-4
0.817,3.5768294213e-8,-0.294109804,-3.58E-08,0.294645275,1.321084275e-12,-1.61E-05,-3.58E-08,0.294645275,3.5773769710e-8,-0.294109132,-1.50E-12,-2.76E-05,1.321084450e-12,-1.61E-05,-1.50E-12,-2.76E-05,-3.58E-15,7.3013895563e-4
0.8175,3.2989413597e-8,-0.293929492,-3.30E-08,0.294465291,1.257059958e-12,-1.61E-05,-3.30E-08,0.294465291,3.2994579524e-8,-0.29392882,-1.42E-12,-2.76E-05,1.257059906e-12,-1.61E-05,-1.42E-12,-2.76E-05,-3.58E-15,7.3058628072e-4
0.818,3.0292454126e-8,-0.2937494,-3.03E-08,0.294285527,1.191604744e-12,-1.61E-05,-3.03E-08,0.294285527,3.0297311811e-8,-0.293748727,-1.35E-12,-2.76E-05,1.191604769e-12,-1.61E-05,-1.35E-12,-2.76E-05,-3.57E-15,7.3103360671e-4
0.8185,2.7677893633e-8,-0.293569527,-2.77E-08,0.294105982,1.124706482e-12,-1.61E-05,-2.77E-08,0.294105982,2.7682444606e-8,-0.293568854,-1.27E-12,-2.76E-05,1.124706645e-12,-1.61E-05,-1.27E-12,-2.76E-05,-3.57E-15,7.3148093358e-4
0.819,2.5146224102e-8,-0.293389873,-2.51E-08,0.293926656,1.056353421e-12,-1.61E-05,-2.51E-08,0.293926656,2.5150469034e-8,-0.2933892,-1.19E-12,-2.76E-05,1.056353422e-12,-1.61E-05,-1.19E-12,-2.76E-05,-3.57E-15,7.3192826134e-4
0.8195,2.2697921324e-8,-0.293210437,-2.27E-08,0.293747548,9.865335230e-13,-1.62E-05,-2.27E-08,0.293747548,2.2701861402e-8,-0.293209764,-1.11E-12,-2.76E-05,9.865334407e-13,-1.62E-05,-1.11E-12,-2.76E-05,-3.56E-15,7.3237558999e-4
0.82,2.0333477062e-8,-0.29303122,-2.03E-08,0.293568659,9.152346544e-13,-1.62E-05,-2.03E-08,0.293568659,2.0337112864e-8,-0.293030545,-1.03E-12,-2.77E-05,9.152347149e-13,-1.62E-05,-1.03E-12,-2.77E-05,-3.56E-15,7.3282291954e-4
