Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33]
0.01,3.384603188e-11,-22.48535141,-3.54E-11,22.48535793,1.821836217e-18,1.1034962769e-7,4.959548870e-11,22.48535793,-4.80E-11,-22.48535134,-2.97E-18,-6.44E-07,-6.91E-19,1.1034930308e-7,1.130284031e-18,-6.44E-07,-7.92E-18,8.9319874997e-6
0.0105,1.3923040849e-4,-21.48692148,-1.39E-04,21.48692833,1.437201145e-10,8.5295456457e-8,-1.39E-04,21.48692833,1.3923078106e-4,-21.48692142,-1.44E-10,-6.46E-07,1.437201145e-10,8.5295456457e-8,-1.44E-10,-6.46E-07,-2.43E-15,9.3785876982e-6
0.011,2.5416934841e-4,-20.57337544,-2.54E-04,20.57338262,1.621222187e-10,6.1539943225e-8,-2.54E-04,20.57338262,2.5417010318e-4,-20.57337538,-1.62E-10,-6.49E-07,1.621222187e-10,6.1539943225e-8,-1.62E-10,-6.49E-07,-3.53E-15,9.8251879081e-6
0.0115,3.4925516515e-4,-19.73433145,-3.49E-04,19.73433896,1.789060687e-10,3.8924197059e-8,-3.49E-04,19.73433896,3.4925626760e-4,-19.73433139,-1.79E-10,-6.53E-07,1.789060686e-10,3.8924197059e-8,-1.79E-10,-6.53E-07,-3.53E-15,1.0271788130e-5
0.012,4.2800887055e-4,-18.96103284,-4.28E-04,18.96104068,1.942452535e-10,1.7314242190e-8,-4.28E-04,18.96104068,4.2801028856e-4,-18.96103278,-1.94E-10,-6.58E-07,1.942452535e-10,1.7314242190e-8,-1.94E-10,-6.58E-07,-3.53E-15,1.0718388364e-5
0.0125,4.9324823728e-4,-18.24604349,-4.93E-04,18.24605166,2.082898103e-10,-3.40E-09,-4.93E-04,18.24605166,4.9324994481e-4,-18.24604344,-2.08E-10,-6.64E-07,2.082898103e-10,-3.40E-09,-2.08E-10,-6.64E-07,-3.53E-15,1.1164988611e-5
0.013,5.4724546988e-4,-17.58300797,-5.47E-04,17.58301646,2.211700497e-10,-2.33E-08,-5.47E-04,17.58301646,5.4724743801e-4,-17.58300791,-2.21E-10,-6.71E-07,2.211700498e-10,-2.33E-08,-2.21E-10,-6.71E-07,-3.53E-15,1.1611588872e-5
0.0135,5.9184608902e-4,-16.96646206,-5.92E-04,16.96647088,2.329996589e-10,-4.25E-08,-5.92E-04,16.96647088,5.9184830077e-4,-16.96646201,-2.33E-10,-6.78E-07,2.329996590e-10,-4.25E-08,-2.33E-10,-6.78E-07,-3.53E-15,1.2058189147e-5
0.014,6.2855871922e-4,-16.39168187,-6.29E-04,16.39169102,2.438782423e-10,-6.11E-08,-6.29E-04,16.39169102,6.2856115203e-4,-16.39168181,-2.44E-10,-6.86E-07,2.438782423e-10,-6.11E-08,-2.44E-10,-6.86E-07,-3.53E-15,1.2504789436e-5
0.0145,6.5862409935e-4,-15.85456253,-6.59E-04,15.85457201,2.538934243e-10,-7.91E-08,-6.59E-04,15.85457201,6.5862673843e-4,-15.85456248,-2.54E-10,-6.95E-07,2.538934243e-10,-7.91E-08,-2.54E-10,-6.95E-07,-3.53E-15,1.2951389740e-5
0.015,6.8306835704e-4,-15.35152004,-6.83E-04,15.35152985,2.631225807e-10,-9.66E-08,-6.83E-04,15.35152985,6.8307118212e-4,-15.35151999,-2.63E-10,-7.04E-07,2.631225808e-10,-9.66E-08,-2.63E-10,-7.04E-07,-3.53E-15,1.3397990060e-5
0.0155,7.0274447076e-4,-14.87941117,-7.03E-04,14.87942131,2.716342832e-10,-1.14E-07,-7.03E-04,14.87942131,7.0274746603e-4,-14.87941112,-2.72E-10,-7.14E-07,2.716342832e-10,-1.14E-07,-2.72E-10,-7.14E-07,-3.53E-15,1.3844590397e-5
0.016,7.1836490906e-4,-14.43546774,-7.18E-04,14.43547821,2.794895125e-10,-1.30E-07,-7.18E-04,14.43547821,7.1836806596e-4,-14.43546769,-2.79E-10,-7.24E-07,2.794895125e-10,-1.30E-07,-2.79E-10,-7.24E-07,-3.53E-15,1.4291190750e-5
0.0165,7.3052746931e-4,-14.01724229,-7.31E-04,14.01725309,2.867426695e-10,-1.46E-07,-7.31E-04,14.01725309,7.3053077366e-4,-14.01724225,-2.87E-10,-7.34E-07,2.867426695e-10,-1.46E-07,-2.87E-10,-7.34E-07,-3.53E-15,1.4737791120e-5
0.017,7.3973574906e-4,-13.62256294,-7.40E-04,13.62257406,2.934424377e-10,-1.62E-07,-7.40E-04,13.62257406,7.3973919180e-4,-13.62256289,-2.93E-10,-7.45E-07,2.934424378e-10,-1.62E-07,-2.93E-10,-7.45E-07,-3.53E-15,1.5184391508e-5
0.0175,7.4641570280e-4,-13.24949567,-7.46E-04,13.24950712,2.996325108e-10,-1.78E-07,-7.46E-04,13.24950712,7.4641926811e-4,-13.24949563,-3.00E-10,-7.56E-07,2.996325107e-10,-1.78E-07,-3.00E-10,-7.56E-07,-3.53E-15,1.5630991915e-5
0.018,7.5092876371e-4,-12.89631263,-7.51E-04,12.89632441,3.053522110e-10,-1.93E-07,-7.51E-04,12.89632441,7.5093244732e-4,-12.89631258,-3.05E-10,-7.68E-07,3.053522110e-10,-1.93E-07,-3.05E-10,-7.68E-07,-3.53E-15,1.6077592340e-5
0.0185,7.5358280135e-4,-12.56146536,-7.54E-04,12.56147746,3.106370208e-10,-2.08E-07,-7.54E-04,12.56147746,7.5358659149e-4,-12.56146531,-3.11E-10,-7.80E-07,3.106370208e-10,-2.08E-07,-3.11E-10,-7.80E-07,-3.53E-15,1.6524192785e-5
0.019,7.5464078506e-4,-12.24356212,-7.55E-04,12.24357455,3.155190377e-10,-2.22E-07,-7.55E-04,12.24357455,7.5464467712e-4,-12.24356208,-3.15E-10,-7.92E-07,3.155190376e-10,-2.22E-07,-3.15E-10,-7.92E-07,-3.54E-15,1.6970793250e-5
0.0195,7.5432794054e-4,-11.94134855,-7.54E-04,11.94136131,3.200273682e-10,-2.37E-07,-7.54E-04,11.94136131,7.5433192483e-4,-11.9413485,-3.20E-10,-8.04E-07,3.200273683e-10,-2.37E-07,-3.20E-10,-8.04E-07,-3.54E-15,1.7417393736e-5
0.02,7.5283778761e-4,-11.6536911,-7.53E-04,11.65370419,3.241884661e-10,-2.51E-07,-7.53E-04,11.65370419,7.5284185783e-4,-11.65369106,-3.24E-10,-8.16E-07,3.241884660e-10,-2.51E-07,-3.24E-10,-8.16E-07,-3.54E-15,1.7863994243e-5
0.0205,7.5033693651e-4,-11.37956288,-7.50E-04,11.3795763,3.280264237e-10,-2.65E-07,-7.50E-04,11.3795763,7.5034108742e-4,-11.37956284,-3.28E-10,-8.29E-07,3.280264237e-10,-2.65E-07,-3.28E-10,-8.29E-07,-3.54E-15,1.8310594771e-5
0.021,7.4696915921e-4,-11.11803134,-7.47E-04,11.11804509,3.315632350e-10,-2.79E-07,-7.47E-04,11.11804509,7.4697338469e-4,-11.1180313,-3.32E-10,-8.42E-07,3.315632349e-10,-2.79E-07,-3.32E-10,-8.42E-07,-3.54E-15,1.8757195321e-5
0.0215,7.4285884719e-4,-10.86824773,-7.43E-04,10.86826181,3.348190105e-10,-2.92E-07,-7.43E-04,10.86826181,7.4286314093e-4,-10.86824769,-3.35E-10,-8.55E-07,3.348190105e-10,-2.92E-07,-3.35E-10,-8.55E-07,-3.54E-15,1.9203795895e-5
0.022,7.3811373982e-4,-10.62943788,-7.38E-04,10.62945228,3.378121797e-10,-3.06E-07,-7.38E-04,10.62945228,7.3811809711e-4,-10.62943784,-3.38E-10,-8.68E-07,3.378121797e-10,-3.06E-07,-3.38E-10,-8.68E-07,-3.54E-15,1.9650396491e-5
0.0225,7.3282740578e-4,-10.40089416,-7.33E-04,10.40090889,3.405596603e-10,-3.19E-07,-7.33E-04,10.40090889,7.3283182166e-4,-10.40089412,-3.41E-10,-8.82E-07,3.405596603e-10,-3.19E-07,-3.41E-10,-8.82E-07,-3.54E-15,2.0096997111e-5
0.023,7.2708114505e-4,-10.18196852,-7.27E-04,10.18198358,3.430770091e-10,-3.32E-07,-7.27E-04,10.18198358,7.2708561602e-4,-10.18196848,-3.43E-10,-8.95E-07,3.430770091e-10,-3.32E-07,-3.43E-10,-8.95E-07,-3.54E-15,2.0543597756e-5
0.0235,7.2094579685e-4,-9.972066316,-7.21E-04,9.972081703,3.453785564e-10,-3.45E-07,-7.21E-04,9.972081703,7.2095031763e-4,-9.972066275,-3.45E-10,-9.09E-07,3.453785564e-10,-3.45E-07,-3.45E-10,-9.09E-07,-3.54E-15,2.0990198425e-5
0.024,7.1448308569e-4,-9.770640942,-7.14E-04,9.770656657,3.474775235e-10,-3.58E-07,-7.14E-04,9.770656657,7.1448765218e-4,-9.770640901,-3.47E-10,-9.23E-07,3.474775235e-10,-3.58E-07,-3.47E-10,-9.23E-07,-3.54E-15,2.1436799120e-5
0.0245,7.0774691558e-4,-9.577189063,-7.08E-04,9.577205105,3.493861270e-10,-3.71E-07,-7.08E-04,9.577205105,7.0775152609e-4,-9.577189022,-3.49E-10,-9.37E-07,3.493861270e-10,-3.71E-07,-3.49E-10,-9.37E-07,-3.54E-15,2.1883399841e-5
0.025,7.0078435946e-4,-9.391246421,-7.01E-04,9.391262791,3.511156747e-10,-3.83E-07,-7.01E-04,9.391262791,7.0078900973e-4,-9.39124638,-3.51E-10,-9.51E-07,3.511156747e-10,-3.83E-07,-3.51E-10,-9.51E-07,-3.54E-15,2.2330000589e-5
0.0255,6.9363657916e-4,-9.212384114,-6.94E-04,9.212400813,3.526766432e-10,-3.96E-07,-6.94E-04,9.212400813,6.9364126493e-4,-9.212384073,-3.53E-10,-9.65E-07,3.526766432e-10,-3.96E-07,-3.53E-10,-9.65E-07,-3.54E-15,2.2776601363e-5
0.026,6.8633958298e-4,-9.040205292,-6.86E-04,9.040222318,3.540787578e-10,-4.08E-07,-6.86E-04,9.040222318,6.8634430278e-4,-9.040205251,-3.54E-10,-9.79E-07,3.540787577e-10,-4.08E-07,-3.54E-10,-9.79E-07,-3.54E-15,2.3223202165e-5
0.0265,6.7892490064e-4,-8.874342219,-6.79E-04,8.874359573,3.553310553e-10,-4.21E-07,-6.79E-04,8.874359573,6.7892965056e-4,-8.874342179,-3.55E-10,-9.94E-07,3.553310553e-10,-4.21E-07,-3.55E-10,-9.94E-07,-3.54E-15,2.3669802996e-5
0.027,6.7142013297e-4,-8.714453652,-6.71E-04,8.714471334,3.564419451e-10,-4.33E-07,-6.71E-04,8.714471334,6.7142491108e-4,-8.714453612,-3.56E-10,-1.01E-06,3.564419450e-10,-4.33E-07,-3.56E-10,-1.01E-06,-3.54E-15,2.4116403855e-5
0.0275,6.6384944647e-4,-8.560222496,-6.64E-04,8.560240506,3.574192595e-10,-4.45E-07,-6.64E-04,8.560240506,6.6385424944e-4,-8.560222455,-3.57E-10,-1.02E-06,3.574192596e-10,-4.45E-07,-3.57E-10,-1.02E-06,-3.55E-15,2.4563004743e-5
0.028,6.5623399532e-4,-8.411353704,-6.56E-04,8.411372042,3.582703074e-10,-4.57E-07,-6.56E-04,8.411372042,6.5623882122e-4,-8.411353663,-3.58E-10,-1.04E-06,3.582703073e-10,-4.57E-07,-3.58E-10,-1.04E-06,-3.55E-15,2.5009605661e-5
0.0285,6.4859231414e-4,-8.267572396,-6.49E-04,8.267591062,3.590019126e-10,-4.69E-07,-6.49E-04,8.267591062,6.4859716183e-4,-8.267572356,-3.59E-10,-1.05E-06,3.590019125e-10,-4.69E-07,-3.59E-10,-1.05E-06,-3.55E-15,2.5456206609e-5
0.029,6.4094059793e-4,-8.128622166,-6.41E-04,8.128641159,3.596204537e-10,-4.81E-07,-6.41E-04,8.128641159,6.4094546404e-4,-8.128622125,-3.60E-10,-1.07E-06,3.596204537e-10,-4.81E-07,-3.60E-10,-1.07E-06,-3.55E-15,2.5902807588e-5
0.0295,6.3329301495e-4,-7.99426355,-6.33E-04,7.994282871,3.601319014e-10,-4.93E-07,-6.33E-04,7.994282871,6.3329789739e-4,-7.99426351,-3.60E-10,-1.08E-06,3.601319013e-10,-4.93E-07,-3.60E-10,-1.08E-06,-3.55E-15,2.6349408599e-5
0.03,6.2566191878e-4,-7.864272655,-6.26E-04,7.864292304,3.605418487e-10,-5.05E-07,-6.26E-04,7.864292304,6.2566681626e-4,-7.864272614,-3.60E-10,-1.10E-06,3.605418487e-10,-5.05E-07,-3.60E-10,-1.10E-06,-3.55E-15,2.6796009641e-5
0.0305,6.1805810881e-4,-7.73843991,-6.18E-04,7.738459887,3.608555424e-10,-5.16E-07,-6.18E-04,7.738459887,6.1806301941e-4,-7.73843987,-3.61E-10,-1.11E-06,3.608555425e-10,-5.16E-07,-3.61E-10,-1.11E-06,-3.55E-15,2.7242610716e-5
0.031,6.1049095507e-4,-7.616568944,-6.10E-04,7.616589248,3.610779060e-10,-5.28E-07,-6.10E-04,7.616589248,6.1049587635e-4,-7.616568903,-3.61E-10,-1.13E-06,3.610779060e-10,-5.28E-07,-3.61E-10,-1.13E-06,-3.55E-15,2.7689211824e-5
0.0315,6.0296861634e-4,-7.498475554,-6.03E-04,7.498496187,3.612135679e-10,-5.40E-07,-6.03E-04,7.498496187,6.0297354744e-4,-7.498475514,-3.61E-10,-1.14E-06,3.612135679e-10,-5.40E-07,-3.61E-10,-1.14E-06,-3.55E-15,2.8135812966e-5
0.032,5.9549814819e-4,-7.383986787,-5.96E-04,7.384007747,3.612668780e-10,-5.51E-07,-5.96E-04,7.384007747,5.9550308726e-4,-7.383986746,-3.61E-10,-1.16E-06,3.612668779e-10,-5.51E-07,-3.61E-10,-1.16E-06,-3.55E-15,2.8582414142e-5
0.0325,5.8808563339e-4,-7.272940086,-5.88E-04,7.272961374,3.612419339e-10,-5.63E-07,-5.88E-04,7.272961374,5.8809057948e-4,-7.272940045,-3.61E-10,-1.17E-06,3.612419338e-10,-5.63E-07,-3.61E-10,-1.17E-06,-3.55E-15,2.9029015352e-5
0.033,5.8073632382e-4,-7.165182526,-5.81E-04,7.165204141,3.611425947e-10,-5.74E-07,-5.81E-04,7.165204141,5.8074127460e-4,-7.165182485,-3.61E-10,-1.19E-06,3.611425947e-10,-5.74E-07,-3.61E-10,-1.19E-06,-3.55E-15,2.9475616597e-5
0.0335,5.7345469440e-4,-7.060570106,-5.73E-04,7.060592049,3.609724987e-10,-5.85E-07,-5.73E-04,7.060592049,5.7345964966e-4,-7.060570065,-3.61E-10,-1.20E-06,3.609724987e-10,-5.85E-07,-3.61E-10,-1.20E-06,-3.55E-15,2.9922217879e-5
0.034,5.6624455396e-4,-6.958967113,-5.66E-04,6.958989384,3.607350822e-10,-5.97E-07,-5.66E-04,6.958989384,5.6624951250e-4,-6.958967071,-3.61E-10,-1.22E-06,3.607350822e-10,-5.97E-07,-3.61E-10,-1.22E-06,-3.55E-15,3.0368819196e-5
0.0345,5.5910911980e-4,-6.860245529,-5.59E-04,6.860268128,3.604335862e-10,-6.08E-07,-5.59E-04,6.860268128,5.5911407951e-4,-6.860245488,-3.60E-10,-1.23E-06,3.604335861e-10,-6.08E-07,-3.60E-10,-1.23E-06,-3.55E-15,3.0815420550e-5
0.035,5.5205108811e-4,-6.764284497,-5.52E-04,6.764307424,3.600710767e-10,-6.19E-07,-5.52E-04,6.764307424,5.5205604831e-4,-6.764284456,-3.60E-10,-1.25E-06,3.600710768e-10,-6.19E-07,-3.60E-10,-1.25E-06,-3.55E-15,3.1262021942e-5
0.0355,5.4507267194e-4,-6.670969825,-5.45E-04,6.67099308,3.596504545e-10,-6.30E-07,-5.45E-04,6.67099308,5.4507763122e-4,-6.670969783,-3.60E-10,-1.26E-06,3.596504546e-10,-6.30E-07,-3.60E-10,-1.26E-06,-3.55E-15,3.1708623372e-5
0.036,5.3817569644e-4,-6.580193534,-5.38E-04,6.580217116,3.591744633e-10,-6.42E-07,-5.38E-04,6.580217116,5.3818065420e-4,-6.580193492,-3.59E-10,-1.28E-06,3.591744633e-10,-6.42E-07,-3.59E-10,-1.28E-06,-3.56E-15,3.2155224840e-5
0.0365,5.3136159219e-4,-6.491853439,-5.31E-04,6.491877349,3.586457019e-10,-6.53E-07,-5.31E-04,6.491877349,5.3136654823e-4,-6.491853397,-3.59E-10,-1.30E-06,3.586457019e-10,-6.53E-07,-3.59E-10,-1.30E-06,-3.56E-15,3.2601826347e-5
0.037,5.2463149086e-4,-6.405852771,-5.25E-04,6.405877008,3.580666352e-10,-6.64E-07,-5.25E-04,6.405877008,5.2463644279e-4,-6.405852728,-3.58E-10,-1.31E-06,3.580666353e-10,-6.64E-07,-3.58E-10,-1.31E-06,-3.56E-15,3.3048427893e-5
0.0375,5.1798621407e-4,-6.322099813,-5.18E-04,6.322124379,3.574396016e-10,-6.75E-07,-5.18E-04,6.322124379,5.1799116213e-4,-6.322099771,-3.57E-10,-1.33E-06,3.574396015e-10,-6.75E-07,-3.57E-10,-1.33E-06,-3.56E-15,3.3495029480e-5
0.038,5.1142634468e-4,-6.240507587,-5.11E-04,6.24053248,3.567668165e-10,-6.86E-07,-5.11E-04,6.24053248,5.1143128731e-4,-6.240507545,-3.57E-10,-1.34E-06,3.567668164e-10,-6.86E-07,-3.57E-10,-1.34E-06,-3.56E-15,3.3941631107e-5
0.0385,5.0495223519e-4,-6.160993541,-5.05E-04,6.161018762,3.560503891e-10,-6.97E-07,-5.05E-04,6.161018762,5.0495717179e-4,-6.160993498,-3.56E-10,-1.36E-06,3.560503891e-10,-6.97E-07,-3.56E-10,-1.36E-06,-3.56E-15,3.4388232776e-5
0.039,4.9856404552e-4,-6.083479277,-4.99E-04,6.083504826,3.552923190e-10,-7.08E-07,-4.99E-04,6.083504826,4.9856897513e-4,-6.083479234,-3.55E-10,-1.37E-06,3.552923189e-10,-7.08E-07,-3.55E-10,-1.37E-06,-3.56E-15,3.4834834486e-5
0.0395,4.9226175094e-4,-6.007890292,-4.92E-04,6.007916168,3.544945096e-10,-7.19E-07,-4.92E-04,6.007916168,4.9226667269e-4,-6.007890249,-3.54E-10,-1.39E-06,3.544945096e-10,-7.19E-07,-3.54E-10,-1.39E-06,-3.56E-15,3.5281436238e-5
0.04,4.8604517314e-4,-5.934155737,-4.86E-04,5.934181941,3.536587738e-10,-7.30E-07,-4.86E-04,5.934181941,4.8605008700e-4,-5.934155693,-3.54E-10,-1.41E-06,3.536587738e-10,-7.30E-07,-3.54E-10,-1.41E-06,-3.56E-15,3.5728038033e-5
0.0405,4.7991400870e-4,-5.862208197,-4.80E-04,5.862234729,3.527868329e-10,-7.41E-07,-4.80E-04,5.862234729,4.7991891415e-4,-5.862208154,-3.53E-10,-1.42E-06,3.527868330e-10,-7.41E-07,-3.53E-10,-1.42E-06,-3.56E-15,3.6174639872e-5
0.041,4.7386782962e-4,-5.791983488,-4.74E-04,5.792010348,3.518803298e-10,-7.52E-07,-4.74E-04,5.792010348,4.7387272568e-4,-5.791983444,-3.52E-10,-1.44E-06,3.518803297e-10,-7.52E-07,-3.52E-10,-1.44E-06,-3.56E-15,3.6621241754e-5
0.0415,4.6790609696e-4,-5.723420462,-4.68E-04,5.723447649,3.509408295e-10,-7.62E-07,-4.68E-04,5.723447649,4.6791098234e-4,-5.723420417,-3.51E-10,-1.45E-06,3.509408295e-10,-7.62E-07,-3.51E-10,-1.45E-06,-3.56E-15,3.7067843681e-5
0.042,4.6202819510e-4,-5.656460829,-4.62E-04,5.656488343,3.499698216e-10,-7.73E-07,-4.62E-04,5.656488343,4.6203307019e-4,-5.656460784,-3.50E-10,-1.47E-06,3.499698215e-10,-7.73E-07,-3.50E-10,-1.47E-06,-3.57E-15,3.7514445653e-5
0.0425,4.5623341436e-4,-5.591048996,-4.56E-04,5.591076838,3.489687319e-10,-7.84E-07,-4.56E-04,5.591076838,4.5623827824e-4,-5.591048951,-3.49E-10,-1.48E-06,3.489687318e-10,-7.84E-07,-3.49E-10,-1.48E-06,-3.57E-15,3.7961047670e-5
0.043,4.5052098610e-4,-5.52713191,-4.51E-04,5.527160081,3.479389162e-10,-7.95E-07,-4.51E-04,5.527160081,4.5052583822e-4,-5.527131866,-3.48E-10,-1.50E-06,3.479389162e-10,-7.95E-07,-3.48E-10,-1.50E-06,-3.57E-15,3.8407649733e-5
0.0435,4.4489008299e-4,-5.464658917,-4.45E-04,5.464687415,3.468816715e-10,-8.05E-07,-4.45E-04,5.464687415,4.4489492296e-4,-5.464658872,-3.47E-10,-1.52E-06,3.468816715e-10,-8.05E-07,-3.47E-10,-1.52E-06,-3.57E-15,3.8854251843e-5
0.044,4.3933982091e-4,-5.403581623,-4.39E-04,5.403610448,3.457982377e-10,-8.16E-07,-4.39E-04,5.403610448,4.3934464806e-4,-5.403581578,-3.46E-10,-1.53E-06,3.457982377e-10,-8.16E-07,-3.46E-10,-1.53E-06,-3.57E-15,3.9300854000e-5
0.0445,4.3386928157e-4,-5.343853774,-4.34E-04,5.343882927,3.446897968e-10,-8.27E-07,-4.34E-04,5.343882927,4.3387409540e-4,-5.343853729,-3.45E-10,-1.55E-06,3.446897968e-10,-8.27E-07,-3.45E-10,-1.55E-06,-3.57E-15,3.9747456204e-5
0.045,4.2847750266e-4,-5.285431138,-4.28E-04,5.285460619,3.435574827e-10,-8.38E-07,-4.28E-04,5.285460619,4.2848230283e-4,-5.285431093,-3.43E-10,-1.56E-06,3.435574828e-10,-8.38E-07,-3.43E-10,-1.56E-06,-3.57E-15,4.0194058457e-5
0.0455,4.2316349298e-4,-5.228271395,-4.23E-04,5.228301204,3.424023771e-10,-8.48E-07,-4.23E-04,5.228301204,4.2316827932e-4,-5.228271349,-3.42E-10,-1.58E-06,3.424023771e-10,-8.48E-07,-3.42E-10,-1.58E-06,-3.57E-15,4.0640660758e-5
0.046,4.1792624552e-4,-5.172334035,-4.18E-04,5.172364171,3.412255162e-10,-8.59E-07,-4.18E-04,5.172364171,4.1793101728e-4,-5.172333989,-3.41E-10,-1.60E-06,3.412255163e-10,-8.59E-07,-3.41E-10,-1.60E-06,-3.57E-15,4.1087263109e-5
0.0465,4.1276471999e-4,-5.117580261,-4.13E-04,5.117610725,3.400278932e-10,-8.69E-07,-4.13E-04,5.117610725,4.1276947696e-4,-5.117580214,-3.40E-10,-1.61E-06,3.400278932e-10,-8.69E-07,-3.40E-10,-1.61E-06,-3.57E-15,4.1533865510e-5
0.047,4.0767787045e-4,-5.063972902,-4.08E-04,5.064003694,3.388104569e-10,-8.80E-07,-4.08E-04,5.064003694,4.0768261198e-4,-5.063972855,-3.39E-10,-1.63E-06,3.388104569e-10,-8.80E-07,-3.39E-10,-1.63E-06,-3.57E-15,4.1980467961e-5
0.0475,4.0266463420e-4,-5.011476328,-4.03E-04,5.011507447,3.375741186e-10,-8.91E-07,-4.03E-04,5.011507447,4.0266936060e-4,-5.01147628,-3.37E-10,-1.64E-06,3.375741187e-10,-8.91E-07,-3.37E-10,-1.64E-06,-3.57E-15,4.2427070463e-5
0.048,3.9772394649e-4,-4.960056368,-3.98E-04,4.960087815,3.363197507e-10,-9.01E-07,-3.98E-04,4.960087815,3.9772865665e-4,-4.96005632,-3.36E-10,-1.66E-06,3.363197507e-10,-9.01E-07,-3.36E-10,-1.66E-06,-3.57E-15,4.2873673016e-5
0.0485,3.9285472782e-4,-4.90968024,-3.93E-04,4.909712015,3.350481900e-10,-9.12E-07,-3.93E-04,4.909712015,3.9285942206e-4,-4.909680192,-3.35E-10,-1.68E-06,3.350481901e-10,-9.12E-07,-3.35E-10,-1.68E-06,-3.58E-15,4.3320275621e-5
0.049,3.8805590172e-4,-4.86031648,-3.88E-04,4.860348583,3.337602387e-10,-9.22E-07,-3.88E-04,4.860348583,3.8806057933e-4,-4.860316432,-3.34E-10,-1.69E-06,3.337602387e-10,-9.22E-07,-3.34E-10,-1.69E-06,-3.58E-15,4.3766878279e-5
0.0495,3.8332639433e-4,-4.811934875,-3.83E-04,4.811967305,3.324566680e-10,-9.33E-07,-3.83E-04,4.811967305,3.8333105555e-4,-4.811934827,-3.32E-10,-1.71E-06,3.324566681e-10,-9.33E-07,-3.32E-10,-1.71E-06,-3.58E-15,4.4213480990e-5
0.05,3.7866512728e-4,-4.764506402,-3.79E-04,4.76453916,3.311382164e-10,-9.43E-07,-3.79E-04,4.76453916,3.7866977108e-4,-4.764506354,-3.31E-10,-1.73E-06,3.311382164e-10,-9.43E-07,-3.31E-10,-1.73E-06,-3.58E-15,4.4660083755e-5
0.0505,3.7407102946e-4,-4.718003172,-3.74E-04,4.718036258,3.298055937e-10,-9.54E-07,-3.74E-04,4.718036258,3.7407565603e-4,-4.718003123,-3.30E-10,-1.74E-06,3.298055937e-10,-9.54E-07,-3.30E-10,-1.74E-06,-3.58E-15,4.5106686574e-5
0.051,3.6954303401e-4,-4.672398372,-3.70E-04,4.672431785,3.284594823e-10,-9.64E-07,-3.70E-04,4.672431785,3.6954764317e-4,-4.672398323,-3.28E-10,-1.76E-06,3.284594823e-10,-9.64E-07,-3.28E-10,-1.76E-06,-3.58E-15,4.5553289447e-5
0.0515,3.6508008541e-4,-4.627666216,-3.65E-04,4.627699957,3.271005366e-10,-9.75E-07,-3.65E-04,4.627699957,3.6508467675e-4,-4.627666166,-3.27E-10,-1.77E-06,3.271005367e-10,-9.75E-07,-3.27E-10,-1.77E-06,-3.58E-15,4.5999892376e-5
0.052,3.6068112808e-4,-4.583781895,-3.61E-04,4.583815963,3.257293862e-10,-9.85E-07,-3.61E-04,4.583815963,3.6068570130e-4,-4.583781845,-3.26E-10,-1.79E-06,3.257293863e-10,-9.85E-07,-3.26E-10,-1.79E-06,-3.58E-15,4.6446495360e-5
0.0525,3.5634512091e-4,-4.540721531,-3.56E-04,4.540755927,3.243466380e-10,-9.96E-07,-3.56E-04,4.540755927,3.5634967597e-4,-4.540721481,-3.24E-10,-1.81E-06,3.243466381e-10,-9.96E-07,-3.24E-10,-1.81E-06,-3.58E-15,4.6893098401e-5
0.053,3.5207103216e-4,-4.498462135,-3.52E-04,4.498496859,3.229528725e-10,-1.01E-06,-3.52E-04,4.498496859,3.5207556875e-4,-4.498462085,-3.23E-10,-1.82E-06,3.229528725e-10,-1.01E-06,-3.23E-10,-1.82E-06,-3.58E-15,4.7339701499e-5
0.0535,3.4785784267e-4,-4.456981567,-3.48E-04,4.457016618,3.215486513e-10,-1.02E-06,-3.48E-04,4.457016618,3.4786236082e-4,-4.456981516,-3.21E-10,-1.84E-06,3.215486512e-10,-1.02E-06,-3.21E-10,-1.84E-06,-3.58E-15,4.7786304654e-5
0.054,3.4370454287e-4,-4.416258492,-3.44E-04,4.416293871,3.201345118e-10,-1.03E-06,-3.44E-04,4.416293871,3.4370904205e-4,-4.416258441,-3.20E-10,-1.86E-06,3.201345119e-10,-1.03E-06,-3.20E-10,-1.86E-06,-3.58E-15,4.8232907867e-5
0.0545,3.3961013193e-4,-4.37627235,-3.40E-04,4.376308057,3.187109750e-10,-1.04E-06,-3.40E-04,4.376308057,3.3961461231e-4,-4.376272299,-3.19E-10,-1.87E-06,3.187109750e-10,-1.04E-06,-3.19E-10,-1.87E-06,-3.59E-15,4.8679511139e-5
0.055,3.3557363459e-4,-4.337003318,-3.36E-04,4.337039352,3.172785379e-10,-1.05E-06,-3.36E-04,4.337039352,3.3557809558e-4,-4.337003266,-3.17E-10,-1.89E-06,3.172785380e-10,-1.05E-06,-3.17E-10,-1.89E-06,-3.59E-15,4.9126114469e-5
0.0555,3.3159407360e-4,-4.298432275,-3.32E-04,4.298468638,3.158376834e-10,-1.06E-06,-3.32E-04,4.298468638,3.3159851520e-4,-4.298432224,-3.16E-10,-1.90E-06,3.158376835e-10,-1.06E-06,-3.16E-10,-1.90E-06,-3.59E-15,4.9572717860e-5
