Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.01,-6.18E-09,-64.17284631,5.265812164e-17,-1.12E-07,1.601891814e-16,-1.12E-07,4.044561667e-18,1.6355446244e-6
0.0105,-2.91E-08,-60.88226822,1.537580375e-10,-1.18E-07,1.537580375e-10,-1.18E-07,-1.70E-15,1.7173218983e-6
0.011,-2.63E-08,-57.91272222,1.453292825e-10,-1.24E-07,1.453292825e-10,-1.24E-07,-3.14E-15,1.7990991723e-6
0.0115,-2.39E-08,-55.21940952,1.377060001e-10,-1.30E-07,1.377060001e-10,-1.30E-07,-3.14E-15,1.8808764464e-6
0.012,-2.18E-08,-52.76549945,1.307805794e-10,-1.36E-07,1.307805794e-10,-1.36E-07,-3.14E-15,1.9626537205e-6
0.0125,-2.00E-08,-50.5204303,1.244637257e-10,-1.42E-07,1.244637257e-10,-1.42E-07,-3.14E-15,2.0444309948e-6
0.013,-1.84E-08,-48.45863,1.186807259e-10,-1.48E-07,1.186807259e-10,-1.48E-07,-3.14E-15,2.1262082691e-6
0.0135,-1.70E-08,-46.55853773,1.133685865e-10,-1.54E-07,1.133685865e-10,-1.54E-07,-3.14E-15,2.2079855434e-6
0.014,-1.57E-08,-44.8018471,1.084738235e-10,-1.59E-07,1.084738235e-10,-1.59E-07,-3.14E-15,2.2897628179e-6
0.0145,-1.46E-08,-43.17291444,1.039507303e-10,-1.65E-07,1.039507303e-10,-1.65E-07,-3.14E-15,2.3715400925e-6
0.015,-1.36E-08,-41.65829168,9.976002022e-11,-1.71E-07,9.976002022e-11,-1.71E-07,-3.14E-15,2.4533173671e-6
0.0155,-1.27E-08,-40.24635418,9.586773156e-11,-1.77E-07,9.586773156e-11,-1.77E-07,-3.14E-15,2.5350946419e-6
0.016,-1.19E-08,-38.92700184,9.224435649e-11,-1.83E-07,9.224435649e-11,-1.83E-07,-3.14E-15,2.6168719167e-6
0.0165,-1.11E-08,-37.69141709,8.886413812e-11,-1.89E-07,8.886413812e-11,-1.89E-07,-3.14E-15,2.6986491917e-6
0.017,-1.05E-08,-36.53186762,8.570448812e-11,-1.94E-07,8.570448812e-11,-1.94E-07,-3.14E-15,2.7804264667e-6
0.0175,-9.85E-09,-35.44154434,8.274551460e-11,-2.00E-07,8.274551460e-11,-2.00E-07,-3.14E-15,2.8622037419e-6
0.018,-9.29E-09,-34.41442762,7.996963513e-11,-2.06E-07,7.996963513e-11,-2.06E-07,-3.14E-15,2.9439810172e-6
0.0185,-8.77E-09,-33.44517612,7.736124751e-11,-2.12E-07,7.736124751e-11,-2.12E-07,-3.14E-15,3.0257582926e-6
0.019,-8.30E-09,-32.52903382,7.490645987e-11,-2.18E-07,7.490645987e-11,-2.18E-07,-3.14E-15,3.1075355681e-6
0.0195,-7.87E-09,-31.66175201,7.259286384e-11,-2.24E-07,7.259286384e-11,-2.24E-07,-3.14E-15,3.1893128438e-6
0.02,-7.46E-09,-30.83952341,7.040933975e-11,-2.29E-07,7.040933975e-11,-2.29E-07,-3.14E-15,3.2710901195e-6
0.0205,-7.09E-09,-30.05892627,6.834589332e-11,-2.35E-07,6.834589332e-11,-2.35E-07,-3.14E-15,3.3528673955e-6
0.021,-6.74E-09,-29.31687682,6.639352023e-11,-2.41E-07,6.639352023e-11,-2.41E-07,-3.14E-15,3.4346446715e-6
0.0215,-6.42E-09,-28.61058847,6.454408383e-11,-2.47E-07,6.454408383e-11,-2.47E-07,-3.14E-15,3.5164219477e-6
0.022,-6.13E-09,-27.93753695,6.279021334e-11,-2.53E-07,6.279021334e-11,-2.53E-07,-3.14E-15,3.5981992240e-6
0.0225,-5.84E-09,-27.29543006,6.112521518e-11,-2.58E-07,6.112521518e-11,-2.58E-07,-3.14E-15,3.6799765005e-6
0.023,-5.58E-09,-26.68218166,5.954300025e-11,-2.64E-07,5.954300025e-11,-2.64E-07,-3.14E-15,3.7617537771e-6
0.0235,-5.34E-09,-26.09588901,5.803801290e-11,-2.70E-07,5.803801290e-11,-2.70E-07,-3.14E-15,3.8435310539e-6
0.024,-5.11E-09,-25.53481304,5.660517777e-11,-2.76E-07,5.660517777e-11,-2.76E-07,-3.14E-15,3.9253083309e-6
0.0245,-4.91E-09,-24.99736111,5.523984543e-11,-2.81E-07,5.523984543e-11,-2.81E-07,-3.14E-15,4.0070856080e-6
0.025,-4.70E-09,-24.48207197,5.393775278e-11,-2.87E-07,5.393775278e-11,-2.87E-07,-3.14E-15,4.0888628852e-6
0.0255,-4.51E-09,-23.98760241,5.269497746e-11,-2.93E-07,5.269497746e-11,-2.93E-07,-3.14E-15,4.1706401627e-6
0.026,-4.33E-09,-23.51271565,5.150791368e-11,-2.99E-07,5.150791368e-11,-2.99E-07,-3.14E-15,4.2524174403e-6
0.0265,-4.17E-09,-23.05627092,5.037323074e-11,-3.05E-07,5.037323074e-11,-3.05E-07,-3.14E-15,4.3341947181e-6
0.027,-4.01E-09,-22.61721442,4.928785656e-11,-3.10E-07,4.928785656e-11,-3.10E-07,-3.14E-15,4.4159719960e-6
0.0275,-3.86E-09,-22.19457111,4.824894598e-11,-3.16E-07,4.824894598e-11,-3.16E-07,-3.14E-15,4.4977492742e-6
0.028,-3.72E-09,-21.78743751,4.725386434e-11,-3.22E-07,4.725386434e-11,-3.22E-07,-3.14E-15,4.5795265525e-6
0.0285,-3.59E-09,-21.39497526,4.630016729e-11,-3.28E-07,4.630016729e-11,-3.28E-07,-3.14E-15,4.6613038310e-6
0.029,-3.46E-09,-21.01640536,4.538558488e-11,-3.34E-07,4.538558488e-11,-3.34E-07,-3.14E-15,4.7430811097e-6
0.0295,-3.35E-09,-20.65100299,4.450800114e-11,-3.39E-07,4.450800114e-11,-3.39E-07,-3.14E-15,4.8248583886e-6
0.03,-3.23E-09,-20.2980929,4.366545016e-11,-3.45E-07,4.366545016e-11,-3.45E-07,-3.14E-15,4.9066356678e-6
0.0305,-3.12E-09,-19.95704522,4.285609695e-11,-3.51E-07,4.285609695e-11,-3.51E-07,-3.14E-15,4.9884129471e-6
0.031,-3.02E-09,-19.62727175,4.207822595e-11,-3.57E-07,4.207822595e-11,-3.57E-07,-3.14E-15,5.0701902266e-6
0.0315,-2.92E-09,-19.30822252,4.133023767e-11,-3.62E-07,4.133023767e-11,-3.62E-07,-3.14E-15,5.1519675063e-6
0.032,-2.83E-09,-18.99938277,4.061063066e-11,-3.68E-07,4.061063066e-11,-3.68E-07,-3.14E-15,5.2337447863e-6
0.0325,-2.74E-09,-18.70027016,3.991800182e-11,-3.74E-07,3.991800182e-11,-3.74E-07,-3.14E-15,5.3155220665e-6
0.033,-2.66E-09,-18.41043228,3.925103317e-11,-3.80E-07,3.925103317e-11,-3.80E-07,-3.14E-15,5.3972993469e-6
0.0335,-2.58E-09,-18.12944432,3.860848942e-11,-3.86E-07,3.860848942e-11,-3.86E-07,-3.14E-15,5.4790766275e-6
0.034,-2.50E-09,-17.85690705,3.798920933e-11,-3.91E-07,3.798920933e-11,-3.91E-07,-3.14E-15,5.5608539083e-6
0.0345,-2.43E-09,-17.59244487,3.739209870e-11,-3.97E-07,3.739209870e-11,-3.97E-07,-3.14E-15,5.6426311894e-6
0.035,-2.36E-09,-17.33570415,3.681612979e-11,-4.03E-07,3.681612979e-11,-4.03E-07,-3.14E-15,5.7244084707e-6
0.0355,-2.29E-09,-17.08635157,3.626033529e-11,-4.09E-07,3.626033529e-11,-4.09E-07,-3.14E-15,5.8061857523e-6
0.036,-2.23E-09,-16.84407275,3.572379946e-11,-4.14E-07,3.572379946e-11,-4.14E-07,-3.14E-15,5.8879630341e-6
0.0365,-2.16E-09,-16.60857089,3.520566115e-11,-4.20E-07,3.520566115e-11,-4.20E-07,-3.13E-15,5.9697403162e-6
0.037,-2.10E-09,-16.37956556,3.470510492e-11,-4.26E-07,3.470510492e-11,-4.26E-07,-3.14E-15,6.0515175985e-6
0.0375,-2.05E-09,-16.15679161,3.422136209e-11,-4.32E-07,3.422136209e-11,-4.32E-07,-3.14E-15,6.1332948810e-6
0.038,-1.99E-09,-15.9399981,3.375370331e-11,-4.38E-07,3.375370331e-11,-4.38E-07,-3.14E-15,6.2150721638e-6
0.0385,-1.94E-09,-15.7289474,3.330143925e-11,-4.43E-07,3.330143925e-11,-4.43E-07,-3.14E-15,6.2968494469e-6
0.039,-1.89E-09,-15.52341431,3.286391693e-11,-4.49E-07,3.286391693e-11,-4.49E-07,-3.14E-15,6.3786267303e-6
0.0395,-1.84E-09,-15.32318523,3.244051768e-11,-4.55E-07,3.244051768e-11,-4.55E-07,-3.14E-15,6.4604040139e-6
0.04,-1.79E-09,-15.12805748,3.203065320e-11,-4.61E-07,3.203065320e-11,-4.61E-07,-3.14E-15,6.5421812978e-6
0.0405,-1.75E-09,-14.93783854,3.163376702e-11,-4.66E-07,3.163376702e-11,-4.66E-07,-3.14E-15,6.6239585819e-6
0.041,-1.71E-09,-14.75234549,3.124932912e-11,-4.72E-07,3.124932912e-11,-4.72E-07,-3.14E-15,6.7057358664e-6
0.0415,-1.67E-09,-14.57140435,3.087683468e-11,-4.78E-07,3.087683468e-11,-4.78E-07,-3.14E-15,6.7875131511e-6
0.042,-1.63E-09,-14.39484962,3.051580596e-11,-4.84E-07,3.051580596e-11,-4.84E-07,-3.14E-15,6.8692904361e-6
0.0425,-1.59E-09,-14.22252369,3.016578699e-11,-4.90E-07,3.016578699e-11,-4.90E-07,-3.14E-15,6.9510677214e-6
0.043,-1.55E-09,-14.05427643,2.982634540e-11,-4.95E-07,2.982634540e-11,-4.95E-07,-3.14E-15,7.0328450070e-6
0.0435,-1.51E-09,-13.88996472,2.949706581e-11,-5.01E-07,2.949706581e-11,-5.01E-07,-3.14E-15,7.1146222929e-6
0.044,-1.48E-09,-13.72945209,2.917755580e-11,-5.07E-07,2.917755580e-11,-5.07E-07,-3.13E-15,7.1963995791e-6
0.0445,-1.45E-09,-13.57260826,2.886743782e-11,-5.13E-07,2.886743782e-11,-5.13E-07,-3.14E-15,7.2781768656e-6
0.045,-1.41E-09,-13.41930888,2.856635589e-11,-5.18E-07,2.856635589e-11,-5.18E-07,-3.14E-15,7.3599541524e-6
0.0455,-1.38E-09,-13.26943514,2.827396509e-11,-5.24E-07,2.827396509e-11,-5.24E-07,-3.13E-15,7.4417314396e-6
0.046,-1.35E-09,-13.12287348,2.798993937e-11,-5.30E-07,2.798993937e-11,-5.30E-07,-3.14E-15,7.5235087270e-6
0.0465,-1.32E-09,-12.97951531,2.771396673e-11,-5.36E-07,2.771396673e-11,-5.36E-07,-3.13E-15,7.6052860148e-6
0.047,-1.29E-09,-12.83925673,2.744574773e-11,-5.42E-07,2.744574773e-11,-5.42E-07,-3.14E-15,7.6870633029e-6
0.0475,-1.27E-09,-12.7019983,2.718499609e-11,-5.47E-07,2.718499609e-11,-5.47E-07,-3.14E-15,7.7688405913e-6
0.048,-1.24E-09,-12.56764476,2.693143931e-11,-5.53E-07,2.693143931e-11,-5.53E-07,-3.14E-15,7.8506178800e-6
0.0485,-1.21E-09,-12.43610487,2.668481592e-11,-5.59E-07,2.668481592e-11,-5.59E-07,-3.14E-15,7.9323951691e-6
0.049,-1.19E-09,-12.30729115,2.644487352e-11,-5.65E-07,2.644487352e-11,-5.65E-07,-3.14E-15,8.0141724585e-6
0.0495,-1.16E-09,-12.18111972,2.621137280e-11,-5.70E-07,2.621137280e-11,-5.70E-07,-3.14E-15,8.0959497483e-6
0.05,-1.14E-09,-12.05751011,2.598408261e-11,-5.76E-07,2.598408261e-11,-5.76E-07,-3.13E-15,8.1777270384e-6
0.0505,-1.12E-09,-11.93638508,2.576278351e-11,-5.82E-07,2.576278351e-11,-5.82E-07,-3.13E-15,8.2595043288e-6
0.051,-1.10E-09,-11.81767045,2.554726251e-11,-5.88E-07,2.554726251e-11,-5.88E-07,-3.13E-15,8.3412816196e-6
0.0515,-1.07E-09,-11.70129499,2.533731547e-11,-5.93E-07,2.533731547e-11,-5.93E-07,-3.14E-15,8.4230589108e-6
0.052,-1.05E-09,-11.58719024,2.513274783e-11,-5.99E-07,2.513274783e-11,-5.99E-07,-3.14E-15,8.5048362023e-6
0.0525,-1.03E-09,-11.47529037,2.493337192e-11,-6.05E-07,2.493337192e-11,-6.05E-07,-3.13E-15,8.5866134942e-6
0.053,-1.01E-09,-11.36553209,2.473900759e-11,-6.11E-07,2.473900759e-11,-6.11E-07,-3.13E-15,8.6683907864e-6
0.0535,-9.94E-10,-11.2578545,2.454948186e-11,-6.17E-07,2.454948186e-11,-6.17E-07,-3.13E-15,8.7501680790e-6
0.054,-9.76E-10,-11.15219899,2.436462769e-11,-6.22E-07,2.436462769e-11,-6.22E-07,-3.13E-15,8.8319453720e-6
0.0545,-9.58E-10,-11.04850913,2.418428487e-11,-6.28E-07,2.418428487e-11,-6.28E-07,-3.14E-15,8.9137226654e-6
0.055,-9.40E-10,-10.94673057,2.400829980e-11,-6.34E-07,2.400829980e-11,-6.34E-07,-3.13E-15,8.9954999591e-6
0.0555,-9.23E-10,-10.84681094,2.383652258e-11,-6.40E-07,2.383652258e-11,-6.40E-07,-3.13E-15,9.0772772533e-6
0.056,-9.06E-10,-10.74869978,2.366881264e-11,-6.45E-07,2.366881264e-11,-6.45E-07,-3.13E-15,9.1590545478e-6
0.0565,-8.90E-10,-10.65234843,2.350503127e-11,-6.51E-07,2.350503127e-11,-6.51E-07,-3.13E-15,9.2408318427e-6
0.057,-8.74E-10,-10.55770995,2.334504610e-11,-6.57E-07,2.334504610e-11,-6.57E-07,-3.13E-15,9.3226091380e-6
0.0575,-8.59E-10,-10.46473909,2.318872941e-11,-6.63E-07,2.318872941e-11,-6.63E-07,-3.14E-15,9.4043864337e-6
0.058,-8.44E-10,-10.37339213,2.303595866e-11,-6.68E-07,2.303595866e-11,-6.68E-07,-3.13E-15,9.4861637298e-6
0.0585,-8.30E-10,-10.28362691,2.288661504e-11,-6.74E-07,2.288661504e-11,-6.74E-07,-3.13E-15,9.5679410263e-6
0.059,-8.15E-10,-10.1954027,2.274058318e-11,-6.80E-07,2.274058318e-11,-6.80E-07,-3.13E-15,9.6497183232e-6
0.0595,-8.02E-10,-10.10868014,2.259775449e-11,-6.86E-07,2.259775449e-11,-6.86E-07,-3.13E-15,9.7314956206e-6
0.06,-7.88E-10,-10.02342122,2.245802126e-11,-6.92E-07,2.245802126e-11,-6.92E-07,-3.13E-15,9.8132729183e-6
0.0605,-7.75E-10,-9.939589201,2.232128115e-11,-6.97E-07,2.232128115e-11,-6.97E-07,-3.13E-15,9.8950502165e-6
0.061,-7.62E-10,-9.857148554,2.218743488e-11,-7.03E-07,2.218743488e-11,-7.03E-07,-3.13E-15,9.9768275151e-6
0.0615,-7.50E-10,-9.776064925,2.205638671e-11,-7.09E-07,2.205638671e-11,-7.09E-07,-3.13E-15,1.0058604814e-5
0.062,-7.37E-10,-9.696305081,2.192804307e-11,-7.15E-07,2.192804307e-11,-7.15E-07,-3.13E-15,1.0140382114e-5
0.0625,-7.25E-10,-9.617836866,2.180231690e-11,-7.20E-07,2.180231690e-11,-7.20E-07,-3.13E-15,1.0222159413e-5
0.063,-7.14E-10,-9.540629155,2.167912020e-11,-7.26E-07,2.167912020e-11,-7.26E-07,-3.13E-15,1.0303936714e-5
0.0635,-7.03E-10,-9.464651818,2.155836928e-11,-7.32E-07,2.155836928e-11,-7.32E-07,-3.13E-15,1.0385714015e-5
0.064,-6.92E-10,-9.389875676,2.143998496e-11,-7.38E-07,2.143998496e-11,-7.38E-07,-3.13E-15,1.0467491316e-5
0.0645,-6.81E-10,-9.316272465,2.132388773e-11,-7.43E-07,2.132388773e-11,-7.43E-07,-3.13E-15,1.0549268617e-5
0.065,-6.70E-10,-9.243814802,2.121000254e-11,-7.49E-07,2.121000254e-11,-7.49E-07,-3.13E-15,1.0631045920e-5
0.0655,-6.60E-10,-9.172476148,2.109825707e-11,-7.55E-07,2.109825707e-11,-7.55E-07,-3.13E-15,1.0712823222e-5
0.066,-6.50E-10,-9.102230781,2.098857956e-11,-7.61E-07,2.098857956e-11,-7.61E-07,-3.13E-15,1.0794600525e-5
0.0665,-6.40E-10,-9.033053757,2.088090287e-11,-7.67E-07,2.088090287e-11,-7.67E-07,-3.13E-15,1.0876377829e-5
0.067,-6.30E-10,-8.964920888,2.077515951e-11,-7.72E-07,2.077515951e-11,-7.72E-07,-3.13E-15,1.0958155133e-5
0.0675,-6.21E-10,-8.897808711,2.067128660e-11,-7.78E-07,2.067128660e-11,-7.78E-07,-3.13E-15,1.1039932437e-5
0.068,-6.12E-10,-8.831694457,2.056922131e-11,-7.84E-07,2.056922131e-11,-7.84E-07,-3.13E-15,1.1121709742e-5
0.0685,-6.03E-10,-8.766556034,2.046890466e-11,-7.90E-07,2.046890466e-11,-7.90E-07,-3.13E-15,1.1203487047e-5
0.069,-5.94E-10,-8.702371995,2.037027730e-11,-7.95E-07,2.037027730e-11,-7.95E-07,-3.13E-15,1.1285264353e-5
0.0695,-5.85E-10,-8.639121517,2.027328470e-11,-8.01E-07,2.027328470e-11,-8.01E-07,-3.13E-15,1.1367041660e-5
0.07,-5.77E-10,-8.576784377,2.017786880e-11,-8.07E-07,2.017786880e-11,-8.07E-07,-3.13E-15,1.1448818966e-5
0.0705,-5.69E-10,-8.515340936,2.008398037e-11,-8.13E-07,2.008398037e-11,-8.13E-07,-3.13E-15,1.1530596274e-5
0.071,-5.61E-10,-8.454772109,1.999156599e-11,-8.18E-07,1.999156599e-11,-8.18E-07,-3.13E-15,1.1612373582e-5
0.0715,-5.53E-10,-8.395059354,1.990057704e-11,-8.24E-07,1.990057704e-11,-8.24E-07,-3.13E-15,1.1694150890e-5
0.072,-5.45E-10,-8.336184649,1.981096428e-11,-8.30E-07,1.981096428e-11,-8.30E-07,-3.13E-15,1.1775928199e-5
0.0725,-5.37E-10,-8.278130473,1.972268134e-11,-8.36E-07,1.972268134e-11,-8.36E-07,-3.13E-15,1.1857705508e-5
0.073,-5.30E-10,-8.220879792,1.963568496e-11,-8.42E-07,1.963568496e-11,-8.42E-07,-3.13E-15,1.1939482818e-5
0.0735,-5.23E-10,-8.164416037,1.954992655e-11,-8.47E-07,1.954992655e-11,-8.47E-07,-3.13E-15,1.2021260128e-5
0.074,-5.16E-10,-8.108723096,1.946536826e-11,-8.53E-07,1.946536826e-11,-8.53E-07,-3.13E-15,1.2103037439e-5
0.0745,-5.09E-10,-8.053785289,1.938196594e-11,-8.59E-07,1.938196594e-11,-8.59E-07,-3.13E-15,1.2184814751e-5
0.075,-5.02E-10,-7.999587363,1.929968080e-11,-8.65E-07,1.929968080e-11,-8.65E-07,-3.13E-15,1.2266592062e-5
0.0755,-4.95E-10,-7.94611447,1.921847280e-11,-8.70E-07,1.921847280e-11,-8.70E-07,-3.13E-15,1.2348369375e-5
0.076,-4.89E-10,-7.893352157,1.913830464e-11,-8.76E-07,1.913830464e-11,-8.76E-07,-3.13E-15,1.2430146688e-5
0.0765,-4.82E-10,-7.841286353,1.905914004e-11,-8.82E-07,1.905914004e-11,-8.82E-07,-3.13E-15,1.2511924001e-5
0.077,-4.76E-10,-7.789903358,1.898094211e-11,-8.88E-07,1.898094211e-11,-8.88E-07,-3.13E-15,1.2593701316e-5
0.0775,-4.70E-10,-7.739189825,1.890367759e-11,-8.93E-07,1.890367759e-11,-8.93E-07,-3.13E-15,1.2675478630e-5
0.078,-4.64E-10,-7.689132757,1.882731215e-11,-8.99E-07,1.882731215e-11,-8.99E-07,-3.13E-15,1.2757255945e-5
0.0785,-4.58E-10,-7.639719487,1.875181354e-11,-9.05E-07,1.875181354e-11,-9.05E-07,-3.13E-15,1.2839033261e-5
0.079,-4.52E-10,-7.590937675,1.867714956e-11,-9.11E-07,1.867714956e-11,-9.11E-07,-3.13E-15,1.2920810577e-5
0.0795,-4.46E-10,-7.542775293,1.860329054e-11,-9.17E-07,1.860329054e-11,-9.17E-07,-3.13E-15,1.3002587894e-5
0.08,-4.41E-10,-7.495220617,1.853020486e-11,-9.22E-07,1.853020486e-11,-9.22E-07,-3.13E-15,1.3084365211e-5
0.0805,-4.35E-10,-7.448262216,1.845786521e-11,-9.28E-07,1.845786521e-11,-9.28E-07,-3.13E-15,1.3166142529e-5
0.081,-4.30E-10,-7.401888946,1.838624191e-11,-9.34E-07,1.838624191e-11,-9.34E-07,-3.13E-15,1.3247919848e-5
0.0815,-4.24E-10,-7.356089936,1.831530864e-11,-9.40E-07,1.831530864e-11,-9.40E-07,-3.13E-15,1.3329697167e-5
0.082,-4.19E-10,-7.310854586,1.824503885e-11,-9.45E-07,1.824503885e-11,-9.45E-07,-3.13E-15,1.3411474487e-5
0.0825,-4.14E-10,-7.266172553,1.817540543e-11,-9.51E-07,1.817540543e-11,-9.51E-07,-3.13E-15,1.3493251807e-5
0.083,-4.09E-10,-7.222033746,1.810638437e-11,-9.57E-07,1.810638437e-11,-9.57E-07,-3.13E-15,1.3575029128e-5
0.0835,-4.04E-10,-7.178428318,1.803795057e-11,-9.63E-07,1.803795057e-11,-9.63E-07,-3.13E-15,1.3656806449e-5
0.084,-3.99E-10,-7.135346659,1.797008065e-11,-9.68E-07,1.797008065e-11,-9.68E-07,-3.13E-15,1.3738583771e-5
0.0845,-3.95E-10,-7.092779387,1.790275153e-11,-9.74E-07,1.790275153e-11,-9.74E-07,-3.13E-15,1.3820361094e-5
0.085,-3.90E-10,-7.050717345,1.783594002e-11,-9.80E-07,1.783594002e-11,-9.80E-07,-3.13E-15,1.3902138417e-5
0.0855,-3.85E-10,-7.00915159,1.776962532e-11,-9.86E-07,1.776962532e-11,-9.86E-07,-3.13E-15,1.3983915741e-5
0.086,-3.81E-10,-6.96807339,1.770378548e-11,-9.91E-07,1.770378548e-11,-9.91E-07,-3.13E-15,1.4065693065e-5
0.0865,-3.77E-10,-6.927474217,1.763840003e-11,-9.97E-07,1.763840003e-11,-9.97E-07,-3.13E-15,1.4147470390e-5
0.087,-3.72E-10,-6.887345739,1.757344936e-11,-1.00E-06,1.757344936e-11,-1.00E-06,-3.13E-15,1.4229247715e-5
0.0875,-3.68E-10,-6.847679818,1.750891362e-11,-1.01E-06,1.750891362e-11,-1.01E-06,-3.13E-15,1.4311025042e-5
0.088,-3.64E-10,-6.808468502,1.744477327e-11,-1.01E-06,1.744477327e-11,-1.01E-06,-3.13E-15,1.4392802369e-5
0.0885,-3.60E-10,-6.769704019,1.738101014e-11,-1.02E-06,1.738101014e-11,-1.02E-06,-3.13E-15,1.4474579696e-5
0.089,-3.55E-10,-6.731378774,1.731760785e-11,-1.03E-06,1.731760785e-11,-1.03E-06,-3.13E-15,1.4556357024e-5
0.0895,-3.51E-10,-6.693485345,1.725454627e-11,-1.03E-06,1.725454627e-11,-1.03E-06,-3.13E-15,1.4638134353e-5
0.09,-3.47E-10,-6.656016473,1.719181031e-11,-1.04E-06,1.719181031e-11,-1.04E-06,-3.13E-15,1.4719911682e-5
0.0905,-3.44E-10,-6.618965062,1.712938355e-11,-1.04E-06,1.712938355e-11,-1.04E-06,-3.13E-15,1.4801689012e-5
0.091,-3.40E-10,-6.582324175,1.706724835e-11,-1.05E-06,1.706724835e-11,-1.05E-06,-3.13E-15,1.4883466343e-5
0.0915,-3.36E-10,-6.546087026,1.700539055e-11,-1.05E-06,1.700539055e-11,-1.05E-06,-3.13E-15,1.4965243674e-5
0.092,-3.33E-10,-6.510246978,1.694379506e-11,-1.06E-06,1.694379506e-11,-1.06E-06,-3.13E-15,1.5047021006e-5
0.0925,-3.29E-10,-6.474797539,1.688244550e-11,-1.07E-06,1.688244550e-11,-1.07E-06,-3.13E-15,1.5128798338e-5
0.093,-3.25E-10,-6.439732358,1.682132946e-11,-1.07E-06,1.682132946e-11,-1.07E-06,-3.13E-15,1.5210575672e-5
0.0935,-3.22E-10,-6.40504522,1.676043127e-11,-1.08E-06,1.676043127e-11,-1.08E-06,-3.13E-15,1.5292353005e-5
0.094,-3.18E-10,-6.370730044,1.669973845e-11,-1.08E-06,1.669973845e-11,-1.08E-06,-3.13E-15,1.5374130340e-5
0.0945,-3.15E-10,-6.336780879,1.663923805e-11,-1.09E-06,1.663923805e-11,-1.09E-06,-3.13E-15,1.5455907675e-5
0.095,-3.12E-10,-6.303191899,1.657891645e-11,-1.10E-06,1.657891645e-11,-1.10E-06,-3.13E-15,1.5537685011e-5
0.0955,-3.08E-10,-6.269957403,1.651876020e-11,-1.10E-06,1.651876020e-11,-1.10E-06,-3.13E-15,1.5619462348e-5
0.096,-3.05E-10,-6.237071808,1.645875990e-11,-1.11E-06,1.645875990e-11,-1.11E-06,-3.13E-15,1.5701239685e-5
0.0965,-3.02E-10,-6.204529649,1.639890217e-11,-1.11E-06,1.639890217e-11,-1.11E-06,-3.13E-15,1.5783017023e-5
0.097,-2.99E-10,-6.172325572,1.633917489e-11,-1.12E-06,1.633917489e-11,-1.12E-06,-3.13E-15,1.5864794361e-5
0.0975,-2.96E-10,-6.140454337,1.627956682e-11,-1.12E-06,1.627956682e-11,-1.12E-06,-3.13E-15,1.5946571701e-5
0.098,-2.93E-10,-6.10891081,1.622006919e-11,-1.13E-06,1.622006919e-11,-1.13E-06,-3.13E-15,1.6028349040e-5
0.0985,-2.90E-10,-6.077689961,1.616066933e-11,-1.14E-06,1.616066933e-11,-1.14E-06,-3.13E-15,1.6110126381e-5
0.099,-2.87E-10,-6.046786865,1.610135784e-11,-1.14E-06,1.610135784e-11,-1.14E-06,-3.13E-15,1.6191903722e-5
0.0995,-2.84E-10,-6.016196695,1.604212455e-11,-1.15E-06,1.604212455e-11,-1.15E-06,-3.13E-15,1.6273681065e-5
0.1,-2.81E-10,-5.985914721,1.598295948e-11,-1.15E-06,1.598295948e-11,-1.15E-06,-3.13E-15,1.6355458407e-5
0.1005,-2.78E-10,-5.95593631,1.592385374e-11,-1.16E-06,1.592385374e-11,-1.16E-06,-3.13E-15,1.6437235751e-5
0.101,-2.75E-10,-5.926256918,1.586479747e-11,-1.16E-06,1.586479747e-11,-1.16E-06,-3.13E-15,1.6519013095e-5
0.1015,-2.73E-10,-5.896872095,1.580578300e-11,-1.17E-06,1.580578300e-11,-1.17E-06,-3.13E-15,1.6600790440e-5
0.102,-2.70E-10,-5.867777475,1.574680093e-11,-1.18E-06,1.574680093e-11,-1.18E-06,-3.13E-15,1.6682567785e-5
0.1025,-2.67E-10,-5.838968782,1.568784158e-11,-1.18E-06,1.568784158e-11,-1.18E-06,-3.13E-15,1.6764345132e-5
0.103,-2.65E-10,-5.810441819,1.562889907e-11,-1.19E-06,1.562889907e-11,-1.19E-06,-3.13E-15,1.6846122479e-5
0.1035,-2.62E-10,-5.782192476,1.556996422e-11,-1.19E-06,1.556996422e-11,-1.19E-06,-3.13E-15,1.6927899827e-5
0.104,-2.60E-10,-5.754216717,1.551102846e-11,-1.20E-06,1.551102846e-11,-1.20E-06,-3.13E-15,1.7009677175e-5
0.1045,-2.57E-10,-5.726510589,1.545208531e-11,-1.20E-06,1.545208531e-11,-1.20E-06,-3.13E-15,1.7091454524e-5
0.105,-2.55E-10,-5.699070211,1.539312732e-11,-1.21E-06,1.539312732e-11,-1.21E-06,-3.13E-15,1.7173231874e-5
0.1055,-2.52E-10,-5.671891777,1.533414844e-11,-1.22E-06,1.533414844e-11,-1.22E-06,-3.13E-15,1.7255009225e-5
0.106,-2.50E-10,-5.644971556,1.527514060e-11,-1.22E-06,1.527514060e-11,-1.22E-06,-3.13E-15,1.7336786576e-5
0.1065,-2.48E-10,-5.618305883,1.521609725e-11,-1.23E-06,1.521609725e-11,-1.23E-06,-3.13E-15,1.7418563929e-5
