Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y21],IM[Y21],RE[Y22],IM[Y22]
0.482,9.7652081122e-7,-1.237738505,8.019351470e-13,-5.56E-06,8.019351470e-13,-5.56E-06,3.351481536e-14,7.8833822565e-5
0.4825,9.5426882472e-7,-1.236456274,7.984844653e-13,-5.56E-06,7.984844652e-13,-5.56E-06,3.283335144e-14,7.8915601500e-5
0.483,9.3205732130e-7,-1.235176695,7.950027148e-13,-5.57E-06,7.950027148e-13,-5.57E-06,3.215267068e-14,7.8997380440e-5
0.4835,9.0988683841e-7,-1.233899759,7.914912353e-13,-5.58E-06,7.914912353e-13,-5.58E-06,3.146833211e-14,7.9079159382e-5
0.484,8.8775770516e-7,-1.23262546,7.879503443e-13,-5.58E-06,7.879503443e-13,-5.58E-06,3.078255554e-14,7.9160938328e-5
0.4845,8.6567008735e-7,-1.231353789,7.843792559e-13,-5.59E-06,7.843792559e-13,-5.59E-06,3.008979030e-14,7.9242717278e-5
0.485,8.4362450268e-7,-1.230084737,7.807779078e-13,-5.59E-06,7.807779077e-13,-5.59E-06,2.940002912e-14,7.9324496231e-5
0.4855,8.2162126673e-7,-1.228818297,7.771475591e-13,-5.60E-06,7.771475591e-13,-5.60E-06,2.870549996e-14,7.9406275187e-5
0.486,7.9966056129e-7,-1.22755446,7.734874444e-13,-5.60E-06,7.734874444e-13,-5.60E-06,2.800842196e-14,7.9488054147e-5
0.4865,7.7774304990e-7,-1.226293218,7.697979499e-13,-5.61E-06,7.697979499e-13,-5.61E-06,2.731656961e-14,7.9569833111e-5
0.487,7.5586879339e-7,-1.225034564,7.660795419e-13,-5.62E-06,7.660795419e-13,-5.62E-06,2.661217712e-14,7.9651612078e-5
0.4875,7.3403818737e-7,-1.223778489,7.623312267e-13,-5.62E-06,7.623312267e-13,-5.62E-06,2.591300998e-14,7.9733391048e-5
0.488,7.1225168206e-7,-1.222524985,7.585536970e-13,-5.63E-06,7.585536970e-13,-5.63E-06,2.520685478e-14,7.9815170022e-5
0.4885,6.9050936440e-7,-1.221274045,7.547468167e-13,-5.63E-06,7.547468166e-13,-5.63E-06,2.450148364e-14,7.9896948999e-5
0.489,6.6881182712e-7,-1.220025661,7.509109017e-13,-5.64E-06,7.509109017e-13,-5.64E-06,2.378912400e-14,7.9978727980e-5
0.4895,6.4715926738e-7,-1.218779824,7.470463050e-13,-5.64E-06,7.470463051e-13,-5.64E-06,2.308087967e-14,8.0060506965e-5
0.49,6.2555213832e-7,-1.217536528,7.431536569e-13,-5.65E-06,7.431536568e-13,-5.65E-06,2.236786835e-14,8.0142285953e-5
0.4905,6.0399055587e-7,-1.216295763,7.392316438e-13,-5.66E-06,7.392316438e-13,-5.66E-06,2.165453177e-14,8.0224064944e-5
0.491,5.8247497519e-7,-1.215057523,7.352803650e-13,-5.66E-06,7.352803649e-13,-5.66E-06,2.093198706e-14,8.0305843939e-5
0.4915,5.6100579331e-7,-1.2138218,7.313016033e-13,-5.67E-06,7.313016033e-13,-5.67E-06,2.021688898e-14,8.0387622938e-5
0.492,5.3958320221e-7,-1.212588586,7.272940053e-13,-5.67E-06,7.272940053e-13,-5.67E-06,1.949480188e-14,8.0469401940e-5
0.4925,5.1820755487e-7,-1.211357873,7.232578777e-13,-5.68E-06,7.232578777e-13,-5.68E-06,1.877128095e-14,8.0551180945e-5
0.493,4.9687926260e-7,-1.210129654,7.191936427e-13,-5.69E-06,7.191936427e-13,-5.69E-06,1.804521394e-14,8.0632959954e-5
0.4935,4.7559852346e-7,-1.208903921,7.151018281e-13,-5.69E-06,7.151018281e-13,-5.69E-06,1.731771155e-14,8.0714738967e-5
0.494,4.5436565883e-7,-1.207680667,7.109810079e-13,-5.70E-06,7.109810079e-13,-5.70E-06,1.658988338e-14,8.0796517983e-5
0.4945,4.3318112603e-7,-1.206459884,7.068327489e-13,-5.70E-06,7.068327488e-13,-5.70E-06,1.585729027e-14,8.0878297003e-5
0.495,4.1204518367e-7,-1.205241564,7.026567138e-13,-5.71E-06,7.026567138e-13,-5.71E-06,1.512770310e-14,8.0960076026e-5
0.4955,3.9095797572e-7,-1.204025701,6.984526391e-13,-5.71E-06,6.984526391e-13,-5.71E-06,1.439001878e-14,8.1041855053e-5
0.496,3.6992009168e-7,-1.202812286,6.942208532e-13,-5.72E-06,6.942208531e-13,-5.72E-06,1.365201056e-14,8.1123634083e-5
0.4965,3.4893156405e-7,-1.201601312,6.899617146e-13,-5.73E-06,6.899617146e-13,-5.73E-06,1.291034720e-14,8.1205413117e-5
0.497,3.2799291539e-7,-1.200392772,6.856752406e-13,-5.73E-06,6.856752406e-13,-5.73E-06,1.217279871e-14,8.1287192155e-5
0.4975,3.0710449815e-7,-1.199186659,6.813613373e-13,-5.74E-06,6.813613373e-13,-5.74E-06,1.143159707e-14,8.1368971196e-5
0.498,2.8626641494e-7,-1.197982965,6.770199589e-13,-5.74E-06,6.770199589e-13,-5.74E-06,1.068229939e-14,8.1450750240e-5
0.4985,2.6547907950e-7,-1.196781683,6.726511752e-13,-5.75E-06,6.726511752e-13,-5.75E-06,9.936007859e-15,8.1532529289e-5
0.499,2.4474279119e-7,-1.195582806,6.682562850e-13,-5.75E-06,6.682562850e-13,-5.75E-06,9.184951142e-15,8.1614308340e-5
0.4995,2.2405788841e-7,-1.194386326,6.638344949e-13,-5.76E-06,6.638344949e-13,-5.76E-06,8.436902399e-15,8.1696087396e-5
0.5,2.0342460972e-7,-1.193192236,6.593846328e-13,-5.77E-06,6.593846328e-13,-5.77E-06,7.686308662e-15,8.1777866455e-5
0.5005,1.8284325999e-7,-1.192000529,6.549093549e-13,-5.77E-06,6.549093549e-13,-5.77E-06,6.928729460e-15,8.1859645517e-5
0.501,1.6231421848e-7,-1.190811198,6.504067012e-13,-5.78E-06,6.504067011e-13,-5.78E-06,6.171938082e-15,8.1941424583e-5
0.5015,1.4183769825e-7,-1.189624236,6.458776314e-13,-5.78E-06,6.458776315e-13,-5.78E-06,5.412601878e-15,8.2023203653e-5
0.502,1.2141406256e-7,-1.188439635,6.413226942e-13,-5.79E-06,6.413226941e-13,-5.79E-06,4.656273194e-15,8.2104982726e-5
0.5025,1.0104358452e-7,-1.187257389,6.367407697e-13,-5.79E-06,6.367407697e-13,-5.79E-06,3.896291664e-15,8.2186761803e-5
0.503,8.0726567071e-8,-1.186077491,6.321332530e-13,-5.80E-06,6.321332530e-13,-5.80E-06,3.132655019e-15,8.2268540884e-5
0.5035,6.0463250240e-8,-1.184899933,6.274989877e-13,-5.81E-06,6.274989877e-13,-5.81E-06,2.364255424e-15,8.2350319968e-5
0.504,4.0254075846e-8,-1.183724709,6.228391981e-13,-5.81E-06,6.228391981e-13,-5.81E-06,1.595531977e-15,8.2432099055e-5
0.5045,2.0099158090e-8,-1.182551812,6.181533703e-13,-5.82E-06,6.181533704e-13,-5.82E-06,8.253758050e-16,8.2513878147e-5
0.505,2.941166501e-13,-1.181381234,4.322869232e-20,-5.82E-06,-1.58E-18,-5.82E-06,-7.77E-18,8.2595657242e-5
0.5055,-1.09E-11,-1.18021298,7.072528532e-13,-5.83E-06,7.072528532e-13,-5.83E-06,-7.13E-16,8.2677436340e-5
0.506,-1.09E-11,-1.179047033,8.010190302e-13,-5.84E-06,8.010190302e-13,-5.84E-06,-1.48E-15,8.2759215442e-5
0.5065,-1.09E-11,-1.177883385,8.946888695e-13,-5.84E-06,8.946888695e-13,-5.84E-06,-2.24E-15,8.2840994548e-5
0.507,-1.09E-11,-1.17672203,9.882602349e-13,-5.85E-06,9.882602349e-13,-5.85E-06,-3.01E-15,8.2922773658e-5
0.5075,-1.08E-11,-1.17556296,1.081729569e-12,-5.85E-06,1.081729569e-12,-5.85E-06,-3.13E-15,8.3004552771e-5
0.508,-1.08E-11,-1.17440617,1.175095254e-12,-5.86E-06,1.175095254e-12,-5.86E-06,-3.13E-15,8.3086331887e-5
0.5085,-1.08E-11,-1.173251652,1.268354390e-12,-5.86E-06,1.268354390e-12,-5.86E-06,-3.13E-15,8.3168111008e-5
0.509,-1.08E-11,-1.172099399,1.361503372e-12,-5.87E-06,1.361503372e-12,-5.87E-06,-3.12E-15,8.3249890132e-5
0.5095,-1.08E-11,-1.170949406,1.454540920e-12,-5.88E-06,1.454540920e-12,-5.88E-06,-3.12E-15,8.3331669259e-5
0.51,-1.07E-11,-1.169801665,1.547464707e-12,-5.88E-06,1.547464707e-12,-5.88E-06,-3.12E-15,8.3413448391e-5
0.5105,-1.07E-11,-1.168656169,1.640271089e-12,-5.89E-06,1.640271089e-12,-5.89E-06,-3.12E-15,8.3495227526e-5
0.511,-1.07E-11,-1.167512913,1.732957715e-12,-5.89E-06,1.732957715e-12,-5.89E-06,-3.12E-15,8.3577006664e-5
0.5115,-1.07E-11,-1.16637189,1.825522747e-12,-5.90E-06,1.825522747e-12,-5.90E-06,-3.12E-15,8.3658785807e-5
0.512,-1.07E-11,-1.165233092,1.917962399e-12,-5.90E-06,1.917962399e-12,-5.90E-06,-3.12E-15,8.3740564953e-5
0.5125,-1.06E-11,-1.164096514,2.010275800e-12,-5.91E-06,2.010275800e-12,-5.91E-06,-3.12E-15,8.3822344102e-5
0.513,-1.06E-11,-1.162962149,2.102458503e-12,-5.92E-06,2.102458503e-12,-5.92E-06,-3.12E-15,8.3904123256e-5
0.5135,-1.06E-11,-1.16182999,2.194509865e-12,-5.92E-06,2.194509865e-12,-5.92E-06,-3.12E-15,8.3985902413e-5
0.514,-1.06E-11,-1.160700031,2.286425775e-12,-5.93E-06,2.286425775e-12,-5.93E-06,-3.11E-15,8.4067681573e-5
0.5145,-1.05E-11,-1.159572266,2.378204059e-12,-5.93E-06,2.378204059e-12,-5.93E-06,-3.11E-15,8.4149460738e-5
0.515,-1.05E-11,-1.158446689,2.469844047e-12,-5.94E-06,2.469844047e-12,-5.94E-06,-3.11E-15,8.4231239906e-5
0.5155,-1.05E-11,-1.157323292,2.561339900e-12,-5.94E-06,2.561339900e-12,-5.94E-06,-3.11E-15,8.4313019078e-5
0.516,-1.05E-11,-1.15620207,2.652691563e-12,-5.95E-06,2.652691563e-12,-5.95E-06,-3.11E-15,8.4394798253e-5
0.5165,-1.05E-11,-1.155083016,2.743895463e-12,-5.96E-06,2.743895463e-12,-5.96E-06,-3.11E-15,8.4476577432e-5
0.517,-1.04E-11,-1.153966124,2.834949287e-12,-5.96E-06,2.834949287e-12,-5.96E-06,-3.11E-15,8.4558356615e-5
0.5175,-1.04E-11,-1.152851388,2.925851509e-12,-5.97E-06,2.925851509e-12,-5.97E-06,-3.11E-15,8.4640135802e-5
0.518,-1.04E-11,-1.151738802,3.016597771e-12,-5.97E-06,3.016597771e-12,-5.97E-06,-3.11E-15,8.4721914992e-5
0.5185,-1.04E-11,-1.150628358,3.107186561e-12,-5.98E-06,3.107186561e-12,-5.98E-06,-3.11E-15,8.4803694186e-5
0.519,-1.04E-11,-1.149520052,3.197616568e-12,-5.98E-06,3.197616568e-12,-5.98E-06,-3.10E-15,8.4885473384e-5
0.5195,-1.03E-11,-1.148413876,3.287883511e-12,-5.99E-06,3.287883511e-12,-5.99E-06,-3.10E-15,8.4967252586e-5
0.52,-1.03E-11,-1.147309825,3.377984737e-12,-6.00E-06,3.377984737e-12,-6.00E-06,-3.10E-15,8.5049031791e-5
0.5205,-1.03E-11,-1.146207893,3.467919850e-12,-6.00E-06,3.467919850e-12,-6.00E-06,-3.10E-15,8.5130811000e-5
0.521,-1.03E-11,-1.145108073,3.557685062e-12,-6.01E-06,3.557685062e-12,-6.01E-06,-3.10E-15,8.5212590212e-5
0.5215,-1.03E-11,-1.14401036,3.647276872e-12,-6.01E-06,3.647276873e-12,-6.01E-06,-3.10E-15,8.5294369429e-5
0.522,-1.03E-11,-1.142914747,3.736694341e-12,-6.02E-06,3.736694341e-12,-6.02E-06,-3.10E-15,8.5376148649e-5
0.5225,-1.02E-11,-1.141821229,3.825935460e-12,-6.03E-06,3.825935460e-12,-6.03E-06,-3.10E-15,8.5457927873e-5
0.523,-1.02E-11,-1.140729798,3.914995409e-12,-6.03E-06,3.914995409e-12,-6.03E-06,-3.10E-15,8.5539707100e-5
0.5235,-1.02E-11,-1.13964045,4.003874576e-12,-6.04E-06,4.003874576e-12,-6.04E-06,-3.10E-15,8.5621486332e-5
0.524,-1.02E-11,-1.138553179,4.092568505e-12,-6.04E-06,4.092568505e-12,-6.04E-06,-3.09E-15,8.5703265567e-5
0.5245,-1.02E-11,-1.137467978,4.181075909e-12,-6.05E-06,4.181075909e-12,-6.05E-06,-3.09E-15,8.5785044806e-5
0.525,-1.01E-11,-1.136384841,4.269393403e-12,-6.05E-06,4.269393403e-12,-6.05E-06,-3.09E-15,8.5866824049e-5
0.5255,-1.01E-11,-1.135303763,4.357518994e-12,-6.06E-06,4.357518994e-12,-6.06E-06,-3.09E-15,8.5948603295e-5
0.526,-1.01E-11,-1.134224738,4.445450717e-12,-6.07E-06,4.445450717e-12,-6.07E-06,-3.09E-15,8.6030382545e-5
0.5265,-1.01E-11,-1.13314776,4.533185527e-12,-6.07E-06,4.533185527e-12,-6.07E-06,-3.09E-15,8.6112161799e-5
0.527,-1.01E-11,-1.132072823,4.620721454e-12,-6.08E-06,4.620721454e-12,-6.08E-06,-3.09E-15,8.6193941057e-5
0.5275,-1.00E-11,-1.130999921,4.708055770e-12,-6.08E-06,4.708055770e-12,-6.08E-06,-3.09E-15,8.6275720319e-5
0.528,-1.00E-11,-1.129929048,4.795186015e-12,-6.09E-06,4.795186015e-12,-6.09E-06,-3.09E-15,8.6357499584e-5
0.5285,-1.00E-11,-1.1288602,4.882110416e-12,-6.09E-06,4.882110416e-12,-6.09E-06,-3.08E-15,8.6439278853e-5
0.529,-9.98E-12,-1.127793369,4.968826139e-12,-6.10E-06,4.968826139e-12,-6.10E-06,-3.08E-15,8.6521058126e-5
0.5295,-9.96E-12,-1.126728551,5.055330818e-12,-6.11E-06,5.055330818e-12,-6.11E-06,-3.08E-15,8.6602837403e-5
0.53,-9.94E-12,-1.125665739,5.141622745e-12,-6.11E-06,5.141622745e-12,-6.11E-06,-3.08E-15,8.6684616683e-5
0.5305,-9.93E-12,-1.124604928,5.227698119e-12,-6.12E-06,5.227698119e-12,-6.12E-06,-3.08E-15,8.6766395968e-5
0.531,-9.91E-12,-1.123546113,5.313556028e-12,-6.12E-06,5.313556028e-12,-6.12E-06,-3.08E-15,8.6848175256e-5
0.5315,-9.89E-12,-1.122489287,5.399193307e-12,-6.13E-06,5.399193307e-12,-6.13E-06,-3.08E-15,8.6929954548e-5
0.532,-9.87E-12,-1.121434445,5.484608089e-12,-6.13E-06,5.484608089e-12,-6.13E-06,-3.08E-15,8.7011733843e-5
0.5325,-9.85E-12,-1.120381581,5.569796893e-12,-6.14E-06,5.569796893e-12,-6.14E-06,-3.08E-15,8.7093513143e-5
0.533,-9.83E-12,-1.119330691,5.654759298e-12,-6.15E-06,5.654759298e-12,-6.15E-06,-3.08E-15,8.7175292446e-5
0.5335,-9.81E-12,-1.118281768,5.739491064e-12,-6.15E-06,5.739491064e-12,-6.15E-06,-3.07E-15,8.7257071754e-5
0.534,-9.79E-12,-1.117234806,5.823991763e-12,-6.16E-06,5.823991763e-12,-6.16E-06,-3.07E-15,8.7338851065e-5
0.5345,-9.77E-12,-1.116189801,5.908257237e-12,-6.16E-06,5.908257237e-12,-6.16E-06,-3.07E-15,8.7420630380e-5
0.535,-9.76E-12,-1.115146747,5.992287004e-12,-6.17E-06,5.992287004e-12,-6.17E-06,-3.07E-15,8.7502409698e-5
0.5355,-9.74E-12,-1.114105638,6.076077125e-12,-6.18E-06,6.076077125e-12,-6.18E-06,-3.07E-15,8.7584189021e-5
0.536,-9.72E-12,-1.113066468,6.159626429e-12,-6.18E-06,6.159626429e-12,-6.18E-06,-3.07E-15,8.7665968347e-5
0.5365,-9.70E-12,-1.112029234,6.242931630e-12,-6.19E-06,6.242931630e-12,-6.19E-06,-3.07E-15,8.7747747677e-5
0.537,-9.68E-12,-1.110993928,6.325991897e-12,-6.19E-06,6.325991897e-12,-6.19E-06,-3.07E-15,8.7829527012e-5
0.5375,-9.67E-12,-1.109960546,6.408803640e-12,-6.20E-06,6.408803640e-12,-6.20E-06,-3.07E-15,8.7911306350e-5
0.538,-9.65E-12,-1.108929083,6.491365316e-12,-6.20E-06,6.491365316e-12,-6.20E-06,-3.06E-15,8.7993085691e-5
0.5385,-9.63E-12,-1.107899532,6.573673882e-12,-6.21E-06,6.573673882e-12,-6.21E-06,-3.06E-15,8.8074865037e-5
0.539,-9.61E-12,-1.106871889,6.655728402e-12,-6.22E-06,6.655728402e-12,-6.22E-06,-3.06E-15,8.8156644387e-5
0.5395,-9.59E-12,-1.105846149,6.737525166e-12,-6.22E-06,6.737525166e-12,-6.22E-06,-3.06E-15,8.8238423740e-5
0.54,-9.58E-12,-1.104822305,6.819063598e-12,-6.23E-06,6.819063598e-12,-6.23E-06,-3.06E-15,8.8320203097e-5
0.5405,-9.56E-12,-1.103800354,6.900339903e-12,-6.23E-06,6.900339903e-12,-6.23E-06,-3.06E-15,8.8401982458e-5
0.541,-9.54E-12,-1.102780289,6.981352462e-12,-6.24E-06,6.981352462e-12,-6.24E-06,-3.06E-15,8.8483761823e-5
0.5415,-9.52E-12,-1.101762105,7.062099291e-12,-6.24E-06,7.062099291e-12,-6.24E-06,-3.06E-15,8.8565541192e-5
0.542,-9.51E-12,-1.100745797,7.142578126e-12,-6.25E-06,7.142578126e-12,-6.25E-06,-3.06E-15,8.8647320565e-5
0.5425,-9.49E-12,-1.099731361,7.222786243e-12,-6.26E-06,7.222786243e-12,-6.26E-06,-3.06E-15,8.8729099942e-5
0.543,-9.47E-12,-1.09871879,7.302722090e-12,-6.26E-06,7.302722090e-12,-6.26E-06,-3.06E-15,8.8810879322e-5
0.5435,-9.46E-12,-1.09770808,7.382383456e-12,-6.27E-06,7.382383456e-12,-6.27E-06,-3.05E-15,8.8892658707e-5
0.544,-9.43E-12,-1.096699225,7.461767755e-12,-6.27E-06,7.461767755e-12,-6.27E-06,-3.05E-15,8.8974438095e-5
0.5445,-9.42E-12,-1.095692221,7.540872909e-12,-6.28E-06,7.540872909e-12,-6.28E-06,-3.05E-15,8.9056217487e-5
0.545,-9.40E-12,-1.094687062,7.619697349e-12,-6.28E-06,7.619697349e-12,-6.28E-06,-3.05E-15,8.9137996884e-5
0.5455,-9.39E-12,-1.093683743,7.698238307e-12,-6.29E-06,7.698238307e-12,-6.29E-06,-3.05E-15,8.9219776284e-5
0.546,-9.37E-12,-1.092682259,7.776493858e-12,-6.30E-06,7.776493858e-12,-6.30E-06,-3.05E-15,8.9301555688e-5
0.5465,-9.35E-12,-1.091682606,7.854461431e-12,-6.30E-06,7.854461431e-12,-6.30E-06,-3.05E-15,8.9383335096e-5
0.547,-9.33E-12,-1.090684778,7.932139503e-12,-6.31E-06,7.932139503e-12,-6.31E-06,-3.05E-15,8.9465114508e-5
0.5475,-9.32E-12,-1.089688769,8.009526522e-12,-6.31E-06,8.009526522e-12,-6.31E-06,-3.04E-15,8.9546893923e-5
0.548,-9.30E-12,-1.088694576,8.086618695e-12,-6.32E-06,8.086618695e-12,-6.32E-06,-3.04E-15,8.9628673343e-5
0.5485,-9.29E-12,-1.087702194,8.163414852e-12,-6.33E-06,8.163414852e-12,-6.33E-06,-3.04E-15,8.9710452767e-5
0.549,-9.27E-12,-1.086711616,8.239913062e-12,-6.33E-06,8.239913062e-12,-6.33E-06,-3.04E-15,8.9792232194e-5
0.5495,-9.25E-12,-1.085722839,8.316111509e-12,-6.34E-06,8.316111509e-12,-6.34E-06,-3.04E-15,8.9874011626e-5
0.55,-9.23E-12,-1.084735857,8.392007275e-12,-6.34E-06,8.392007275e-12,-6.34E-06,-3.04E-15,8.9955791061e-5
0.5505,-9.22E-12,-1.083750665,8.467598719e-12,-6.35E-06,8.467598719e-12,-6.35E-06,-3.04E-15,9.0037570501e-5
0.551,-9.20E-12,-1.08276726,8.542884201e-12,-6.35E-06,8.542884201e-12,-6.35E-06,-3.04E-15,9.0119349944e-5
0.5515,-9.19E-12,-1.081785635,8.617861314e-12,-6.36E-06,8.617861314e-12,-6.36E-06,-3.04E-15,9.0201129391e-5
0.552,-9.16E-12,-1.080805786,8.692527073e-12,-6.37E-06,8.692527074e-12,-6.37E-06,-3.03E-15,9.0282908843e-5
0.5525,-9.15E-12,-1.079827708,8.766880420e-12,-6.37E-06,8.766880420e-12,-6.37E-06,-3.04E-15,9.0364688298e-5
0.553,-9.13E-12,-1.078851397,8.840920385e-12,-6.38E-06,8.840920385e-12,-6.38E-06,-3.03E-15,9.0446467757e-5
0.5535,-9.12E-12,-1.077876847,8.914643077e-12,-6.38E-06,8.914643077e-12,-6.38E-06,-3.03E-15,9.0528247220e-5
0.554,-9.10E-12,-1.076904054,8.988047258e-12,-6.39E-06,8.988047258e-12,-6.39E-06,-3.03E-15,9.0610026687e-5
0.5545,-9.08E-12,-1.075933013,9.061130545e-12,-6.39E-06,9.061130545e-12,-6.39E-06,-3.03E-15,9.0691806158e-5
0.555,-9.07E-12,-1.074963719,9.133891163e-12,-6.40E-06,9.133891163e-12,-6.40E-06,-3.03E-15,9.0773585634e-5
0.5555,-9.05E-12,-1.073996167,9.206328001e-12,-6.41E-06,9.206328001e-12,-6.41E-06,-3.03E-15,9.0855365113e-5
0.556,-9.03E-12,-1.073030354,9.278438697e-12,-6.41E-06,9.278438697e-12,-6.41E-06,-3.03E-15,9.0937144596e-5
0.5565,-9.02E-12,-1.072066274,9.350219893e-12,-6.42E-06,9.350219893e-12,-6.42E-06,-3.03E-15,9.1018924083e-5
0.557,-9.00E-12,-1.071103922,9.421671116e-12,-6.42E-06,9.421671116e-12,-6.42E-06,-3.02E-15,9.1100703574e-5
0.5575,-8.99E-12,-1.070143295,9.492789987e-12,-6.43E-06,9.492789987e-12,-6.43E-06,-3.02E-15,9.1182483069e-5
0.558,-8.97E-12,-1.069184386,9.563574145e-12,-6.43E-06,9.563574145e-12,-6.43E-06,-3.02E-15,9.1264262568e-5
0.5585,-8.95E-12,-1.068227192,9.634022736e-12,-6.44E-06,9.634022736e-12,-6.44E-06,-3.02E-15,9.1346042071e-5
0.559,-8.94E-12,-1.067271709,9.704133091e-12,-6.45E-06,9.704133091e-12,-6.45E-06,-3.02E-15,9.1427821578e-5
0.5595,-8.92E-12,-1.06631793,9.773903371e-12,-6.45E-06,9.773903370e-12,-6.45E-06,-3.02E-15,9.1509601089e-5
0.56,-8.91E-12,-1.065365853,9.843331280e-12,-6.46E-06,9.843331280e-12,-6.46E-06,-3.02E-15,9.1591380604e-5
0.5605,-8.89E-12,-1.064415472,9.912415664e-12,-6.46E-06,9.912415664e-12,-6.46E-06,-3.02E-15,9.1673160123e-5
0.561,-8.87E-12,-1.063466783,9.981154498e-12,-6.47E-06,9.981154498e-12,-6.47E-06,-3.02E-15,9.1754939646e-5
0.5615,-8.86E-12,-1.062519781,1.004954604e-11,-6.48E-06,1.004954604e-11,-6.48E-06,-3.01E-15,9.1836719174e-5
0.562,-8.85E-12,-1.061574462,1.011758775e-11,-6.48E-06,1.011758775e-11,-6.48E-06,-3.01E-15,9.1918498705e-5
0.5625,-8.83E-12,-1.060630821,1.018527897e-11,-6.49E-06,1.018527897e-11,-6.49E-06,-3.01E-15,9.2000278240e-5
0.563,-8.81E-12,-1.059688854,1.025261520e-11,-6.49E-06,1.025261520e-11,-6.49E-06,-3.01E-15,9.2082057779e-5
0.5635,-8.80E-12,-1.058748556,1.031959808e-11,-6.50E-06,1.031959808e-11,-6.50E-06,-3.01E-15,9.2163837322e-5
0.564,-8.78E-12,-1.057809924,1.038622396e-11,-6.50E-06,1.038622396e-11,-6.50E-06,-3.01E-15,9.2245616870e-5
0.5645,-8.77E-12,-1.056872951,1.045249063e-11,-6.51E-06,1.045249063e-11,-6.51E-06,-3.01E-15,9.2327396421e-5
0.565,-8.75E-12,-1.055937636,1.051839748e-11,-6.52E-06,1.051839748e-11,-6.52E-06,-3.01E-15,9.2409175977e-5
0.5655,-8.73E-12,-1.055003971,1.058394226e-11,-6.52E-06,1.058394226e-11,-6.52E-06,-3.01E-15,9.2490955536e-5
0.566,-8.72E-12,-1.054071954,1.064912278e-11,-6.53E-06,1.064912278e-11,-6.53E-06,-3.00E-15,9.2572735100e-5
0.5665,-8.70E-12,-1.053141581,1.071393794e-11,-6.53E-06,1.071393794e-11,-6.53E-06,-3.00E-15,9.2654514667e-5
0.567,-8.69E-12,-1.052212845,1.077838534e-11,-6.54E-06,1.077838534e-11,-6.54E-06,-3.00E-15,9.2736294239e-5
0.5675,-8.67E-12,-1.051285744,1.084246336e-11,-6.54E-06,1.084246336e-11,-6.54E-06,-3.00E-15,9.2818073815e-5
0.568,-8.66E-12,-1.050360274,1.090617054e-11,-6.55E-06,1.090617054e-11,-6.55E-06,-3.00E-15,9.2899853395e-5
0.5685,-8.64E-12,-1.049436429,1.096950526e-11,-6.56E-06,1.096950526e-11,-6.56E-06,-3.00E-15,9.2981632978e-5
0.569,-8.63E-12,-1.048514205,1.103246471e-11,-6.56E-06,1.103246471e-11,-6.56E-06,-3.00E-15,9.3063412566e-5
0.5695,-8.61E-12,-1.047593598,1.109504882e-11,-6.57E-06,1.109504882e-11,-6.57E-06,-3.00E-15,9.3145192158e-5
0.57,-8.60E-12,-1.046674605,1.115725582e-11,-6.57E-06,1.115725582e-11,-6.57E-06,-3.00E-15,9.3226971755e-5
0.5705,-8.58E-12,-1.04575722,1.121908249e-11,-6.58E-06,1.121908249e-11,-6.58E-06,-3.00E-15,9.3308751355e-5
0.571,-8.57E-12,-1.044841439,1.128052728e-11,-6.58E-06,1.128052728e-11,-6.58E-06,-3.00E-15,9.3390530959e-5
0.5715,-8.55E-12,-1.043927259,1.134159012e-11,-6.59E-06,1.134159012e-11,-6.59E-06,-3.00E-15,9.3472310568e-5
0.572,-8.54E-12,-1.043014675,1.140226783e-11,-6.60E-06,1.140226783e-11,-6.60E-06,-2.99E-15,9.3554090180e-5
0.5725,-8.52E-12,-1.042103683,1.146255959e-11,-6.60E-06,1.146255959e-11,-6.60E-06,-2.99E-15,9.3635869797e-5
0.573,-8.51E-12,-1.041194278,1.152246351e-11,-6.61E-06,1.152246351e-11,-6.61E-06,-2.99E-15,9.3717649418e-5
0.5735,-8.49E-12,-1.040286457,1.158197857e-11,-6.61E-06,1.158197857e-11,-6.61E-06,-2.99E-15,9.3799429042e-5
0.574,-8.48E-12,-1.039380216,1.164110167e-11,-6.62E-06,1.164110167e-11,-6.62E-06,-2.99E-15,9.3881208671e-5
0.5745,-8.46E-12,-1.03847555,1.169983273e-11,-6.63E-06,1.169983273e-11,-6.63E-06,-2.99E-15,9.3962988304e-5
0.575,-8.45E-12,-1.037572455,1.175816963e-11,-6.63E-06,1.175816963e-11,-6.63E-06,-2.99E-15,9.4044767942e-5
0.5755,-8.43E-12,-1.036670927,1.181610988e-11,-6.64E-06,1.181610988e-11,-6.64E-06,-2.99E-15,9.4126547583e-5
0.576,-8.41E-12,-1.035770962,1.187365350e-11,-6.64E-06,1.187365350e-11,-6.64E-06,-2.98E-15,9.4208327228e-5
0.5765,-8.41E-12,-1.034872556,1.193079782e-11,-6.65E-06,1.193079782e-11,-6.65E-06,-2.98E-15,9.4290106878e-5
0.577,-8.39E-12,-1.033975705,1.198754157e-11,-6.65E-06,1.198754157e-11,-6.65E-06,-2.98E-15,9.4371886532e-5
0.5775,-8.38E-12,-1.033080405,1.204388299e-11,-6.66E-06,1.204388299e-11,-6.66E-06,-2.98E-15,9.4453666190e-5
